ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize, LotSize,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType
NSEFO,42078,2,NIFTY,NIFTY25DEC17500CE,OPTIDX,NIFTY-OPTIDX,2535800042078,4210.8,2767.4,5001,0.05,75,-1,Nifty 50,2025-12-24T14:30:00,17500,3
NSEFO,45943,2,NIFTY,NIFTY21JUN8500PE,OPTIDX,NIFTY-OPTIDX,2117500045943,3.05,0.05,5001,0.05,75,-1,Nifty 50,2021-06-24T14:30:00,8500,4
NSEFO,48226,2,NIFTY,NIFTY2130413950CE,OPTIDX,NIFTY-OPTIDX,2106300048226,2260.05,59.95,5001,0.05,75,-1,Nifty 50,2021-03-04T14:30:00,13950,3
NSEFO,62162,2,BANKNIFTY,BANKNIFTY2131827300CE,OPTIDX,BANKNIFTY-OPTIDX,2107700062162,13228.1,5403.5,2501,0.05,25,-1,Nifty Bank,2021-03-18T14:30:00,27300,3
NSEFO,49012,2,BANKNIFTY,BANKNIFTY21DEC24000PE,OPTIDX,BANKNIFTY-OPTIDX,2136400049012,628.35,0.05,2501,0.05,25,-1,Nifty Bank,2021-12-30T14:30:00,24000,4
NSEFO,56397,2,NIFTY,NIFTY2131814100PE,OPTIDX,NIFTY-OPTIDX,2107700056397,204.4,0.05,5001,0.05,75,-1,Nifty 50,2021-03-18T14:30:00,14100,4
NSEFO,40571,2,NIFTY,NIFTY21DEC10800PE,OPTIDX,NIFTY-OPTIDX,2136400040571,122.35,0.05,5001,0.05,75,-1,Nifty 50,2021-12-30T14:30:00,10800,4
NSEFO,61727,2,BANKNIFTY,BANKNIFTY21MAY35000CE,OPTIDX,BANKNIFTY-OPTIDX,2114700061727,6440.95,1424.05,2501,0.05,25,-1,Nifty Bank,2021-05-27T14:30:00,35000,3
NSEFO,43378,2,NIFTY,NIFTY23JUN14000PE,OPTIDX,NIFTY-OPTIDX,2318000043378,1341.65,720.15,5001,0.05,75,-1,Nifty 50,2023-06-29T14:30:00,14000,4
NSEFO,48051,2,BANKNIFTY,BANKNIFTY2130429500PE,OPTIDX,BANKNIFTY-OPTIDX,2106300048051,3.05,0.05,2501,0.05,25,-1,Nifty Bank,2021-03-04T14:30:00,29500,4
NSEFO,36943,2,BANKNIFTY,BANKNIFTY21APR33800PE,OPTIDX,BANKNIFTY-OPTIDX,2111900036943,1947.05,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-29T14:30:00,33800,4
NSEFO,55491,2,BANKNIFTY,BANKNIFTY21SEP37000CE,OPTIDX,BANKNIFTY-OPTIDX,2127300055491,6335.5,1830.1,2501,0.05,25,-1,Nifty Bank,2021-09-30T14:30:00,37000,3
NSEFO,96120,2,NIFTY,NIFTY21MAR9000PE,OPTIDX,NIFTY-OPTIDX,2108400096120,5.25,0.05,5001,0.05,75,-1,Nifty 50,2021-03-25T14:30:00,9000,4
NSEFO,55361,2,BANKNIFTY,BANKNIFTY21JUN37000PE,OPTIDX,BANKNIFTY-OPTIDX,2117500055361,4613.05,1059.55,2501,0.05,25,-1,Nifty Bank,2021-06-24T14:30:00,37000,4
NSEFO,48990,2,BANKNIFTY,BANKNIFTY21MAR33400CE,OPTIDX,BANKNIFTY-OPTIDX,2108400048990,6718,377.1,2501,0.05,25,-1,Nifty Bank,2021-03-25T14:30:00,33400,3
NSEFO,66558,2,NIFTY,NIFTY21APR14150CE,OPTIDX,NIFTY-OPTIDX,2111900066558,2087.35,411.45,5001,0.05,75,-1,Nifty 50,2021-04-29T14:30:00,14150,3
NSEFO,58722,2,BANKNIFTY,BANKNIFTY2140133200PE,OPTIDX,BANKNIFTY-OPTIDX,2109100058722,1122.35,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-01T14:30:00,33200,4
NSEFO,53497,2,NIFTY,NIFTY2141515700CE,OPTIDX,NIFTY-OPTIDX,2110500053497,759.25,0.05,5001,0.05,75,-1,Nifty 50,2021-04-15T14:30:00,15700,3
NSEFO,40085,2,NIFTY,NIFTY24JUN15000PE,OPTIDX,NIFTY-OPTIDX,2417900040085,1873,1190.2,5001,0.05,75,-1,Nifty 50,2024-06-27T14:30:00,15000,4
NSEFO,49075,2,NIFTY,NIFTY21MAR13400PE,OPTIDX,NIFTY-OPTIDX,2108400049075,90.3,0.05,5001,0.05,75,-1,Nifty 50,2021-03-25T14:30:00,13400,4
NSEFO,42042,2,NIFTY,NIFTY21APR16300PE,OPTIDX,NIFTY-OPTIDX,2111900042042,2097.6,516.9,5001,0.05,75,-1,Nifty 50,2021-04-29T14:30:00,16300,4
NSEFO,39594,2,BANKNIFTY,BANKNIFTY2140138900PE,OPTIDX,BANKNIFTY-OPTIDX,2109100039594,5499.7,365.3,2501,0.05,25,-1,Nifty Bank,2021-04-01T14:30:00,38900,4
NSEFO,60020,2,NIFTY,NIFTY2140116100PE,OPTIDX,NIFTY-OPTIDX,2109100060020,1905.05,241.35,5001,0.05,75,-1,Nifty 50,2021-04-01T14:30:00,16100,4
NSEFO,62247,2,BANKNIFTY,BANKNIFTY2140127300PE,OPTIDX,BANKNIFTY-OPTIDX,2109100062247,35.75,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-01T14:30:00,27300,4
NSEFO,43080,2,BANKNIFTY,BANKNIFTY2140835700PE,OPTIDX,BANKNIFTY-OPTIDX,2109800043080,2761.25,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-08T14:30:00,35700,4
NSEFO,52032,2,BANKNIFTY,BANKNIFTY2141534000PE,OPTIDX,BANKNIFTY-OPTIDX,2110500052032,1815.05,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-15T14:30:00,34000,4
NSEFO,49112,2,NIFTY,NIFTY21MAR14400CE,OPTIDX,NIFTY-OPTIDX,2108400049112,1725.95,40.65,5001,0.05,75,-1,Nifty 50,2021-03-25T14:30:00,14400,3
NSEFO,38725,2,BANKNIFTY,BANKNIFTY21MAR38700PE,OPTIDX,BANKNIFTY-OPTIDX,2108400038725,5265.7,65.5,2501,0.05,25,-1,Nifty Bank,2021-03-25T14:30:00,38700,4
NSEFO,59479,2,BANKNIFTY,BANKNIFTY2142234600CE,OPTIDX,BANKNIFTY-OPTIDX,2111200059479,5839.65,540.75,2501,0.05,25,-1,Nifty Bank,2021-04-22T14:30:00,34600,3
NSEFO,62204,2,NIFTY,NIFTY21MAY13600PE,OPTIDX,NIFTY-OPTIDX,2114700062204,457.5,27.6,5001,0.05,75,-1,Nifty 50,2021-05-27T14:30:00,13600,4
NSEFO,53509,2,NIFTY,NIFTY2141515750CE,OPTIDX,NIFTY-OPTIDX,2110500053509,729.75,0.05,5001,0.05,75,-1,Nifty 50,2021-04-15T14:30:00,15750,3
NSEFO,43650,2,NIFTY,NIFTY21MAR16400CE,OPTIDX,NIFTY-OPTIDX,2108400043650,212.95,0.05,5001,0.05,75,-1,Nifty 50,2021-03-25T14:30:00,16400,3
NSEFO,43986,2,NIFTY,NIFTY2141513450CE,OPTIDX,NIFTY-OPTIDX,2110500043986,2767.55,775.65,5001,0.05,75,-1,Nifty 50,2021-04-15T14:30:00,13450,3
NSEFO,66634,2,NIFTY,NIFTY21APR14550CE,OPTIDX,NIFTY-OPTIDX,2111900066634,1717.2,223.5,5001,0.05,75,-1,Nifty 50,2021-04-29T14:30:00,14550,3
