ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize, LotSize
NSECM,13658,8,GEECEE,GEECEE-EQ,EQ,GEECEE-EQ,1100100013658,125.55,83.75,683813,0.05,1
NSECM,18564,8,LTTS,LTTS-EQ,EQ,LTTS-EQ,1100100018564,3015.9,2467.6,36394,0.05,1
NSECM,817,8,DCW,DCW-EQ,EQ,DCW-EQ,1100100000817,35.9,24,3338839,0.05,1
NSECM,16927,8,JOCIL,JOCIL-EQ,EQ,JOCIL-EQ,1100100016927,188.7,125.8,290413,0.05,1
NSECM,2124,8,MASTEK,MASTEK-EQ,EQ,MASTEK-EQ,1100100002124,1457.15,971.45,82346,0.05,1
NSECM,13870,8,KUANTUM,KUANTUM-EQ,EQ,KUANTUM-EQ,1100100013870,90.4,60.3,1327105,0.05,1
NSECM,21740,8,CHOLAHLDNG,CHOLAHLDNG-EQ,EQ,CHOLAHLDNG-EQ,1100100021740,724.4,483,165567,0.05,1
NSECM,2598,8,AMJLAND,AMJLAND-EQ,EQ,AMJLAND-EQ,1100100002598,30.2,20.2,1340699,0.05,1
NSECM,11927,8,NECLIFE,NECLIFE-EQ,EQ,NECLIFE-EQ,1100100011927,25.65,17.15,4672701,0.05,1
NSECM,13976,8,TANLA,TANLA-EQ,EQ,TANLA-EQ,1100100013976,1036.05,937.45,101211,0.05,1
NSECM,11979,8,HTMEDIA,HTMEDIA-EQ,EQ,HTMEDIA-EQ,1100100011979,28.25,23.15,3890853,0.05,1
NSECM,29430,8,ANKITMETAL,ANKITMETAL-EQ,EQ,ANKITMETAL-EQ,1100100029430,1.25,1.15,4614313,0.05,1
NSECM,18422,8,ASIANHOTNR,ASIANHOTNR-EQ,EQ,ASIANHOTNR-EQ,1100100018422,86,57.4,636120,0.05,1
NSECM,4522,8,SIGIND,SIGIND-EQ,EQ,SIGIND-EQ,1100100004522,40.1,26.8,962589,0.05,1
NSECM,13510,8,AKASH,AKASH-EQ,EQ,AKASH-EQ,1100100013510,228.4,186.9,481577,0.05,1
NSECM,7,8,AARTIIND,AARTIIND-EQ,EQ,AARTIIND-EQ,1100100000007,1411.85,1155.15,77882,0.05,1
NSECM,15342,8,SHALPAINTS,SHALPAINTS-EQ,EQ,SHALPAINTS-EQ,1100100015342,109.3,72.9,1097679,0.05,1
NSECM,18863,8,VERTOZ,VERTOZ-EQ,EQ,VERTOZ-EQ,1100100018863,342.75,228.55,350074,0.05,1
NSECM,20080,8,EROSMEDIA,EROSMEDIA-EQ,EQ,EROSMEDIA-EQ,1100100020080,32.55,26.65,3130287,0.05,1
NSECM,11703,8,ALKEM,ALKEM-EQ,EQ,ALKEM-EQ,1100100011703,3050.85,2496.15,35989,0.05,1
NSECM,4529,8,ICICINXT50,ICICINXT50-EQ,EQ,ICICINXT50-EQ,1100100004529,42.84,28.56,118240,0.01,1
NSECM,3721,8,TATACOMM,TATACOMM-EQ,EQ,TATACOMM-EQ,1100100003721,1550.1,1033.4,77234,0.05,1
NSECM,11471,8,EXCELINDUS,EXCELINDUS-EQ,EQ,EXCELINDUS-EQ,1100100011471,1045.95,697.35,114720,0.05,1
NSECM,31107,8,DBSTOCKBRO,DBSTOCKBRO-EQ,EQ,DBSTOCKBRO-EQ,1100100031107,10.2,8.4,1144499,0.05,1
NSECM,11220,8,VARDHACRLC,VARDHACRLC-EQ,EQ,VARDHACRLC-EQ,1100100011220,46.4,31,2583935,0.05,1
NSECM,10453,8,SATIN,SATIN-EQ,EQ,SATIN-EQ,1100100010453,112.1,101.5,936323,0.05,1
NSECM,4732,8,SKMEGGPROD,SKMEGGPROD-EQ,EQ,SKMEGGPROD-EQ,1100100004732,61.35,40.95,860990,0.05,1
NSECM,13295,8,VISASTEEL,VISASTEEL-EQ,EQ,VISASTEEL-EQ,1100100013295,7.5,6.8,3786316,0.05,1
NSECM,526,8,BPCL,BPCL-EQ,EQ,BPCL-EQ,1100100000526,503.3,411.8,216925,0.05,1
NSECM,21362,8,SALASAR,SALASAR-EQ,EQ,SALASAR-EQ,1100100021362,447,298,268455,0.05,1
NSECM,12489,8,SWSOLAR,SWSOLAR-EQ,EQ,SWSOLAR-EQ,1100100012489,304.05,202.75,394485,0.05,1
NSECM,1255,8,GOLDENTOBC,GOLDENTOBC-EQ,EQ,GOLDENTOBC-EQ,1100100001255,54.35,36.25,575807,0.05,1
NSECM,3484,8,TIL,TIL-EQ,EQ,TIL-EQ,1100100003484,197.6,131.8,327989,0.05,1
NSECM,16713,8,UBL,UBL-EQ,EQ,UBL-EQ,1100100016713,1335.4,1092.6,82230,0.05,1
NSECM,21017,8,FMNL,FMNL-EQ,EQ,FMNL-EQ,1100100021017,18.35,16.65,1881701,0.05,1
NSECM,13880,8,BANCOINDIA,BANCOINDIA-EQ,EQ,BANCOINDIA-EQ,1100100013880,182.5,121.7,657399,0.05,1
NSECM,3703,8,VIPIND,VIPIND-EQ,EQ,VIPIND-EQ,1100100003703,471.4,314.3,254512,0.05,1
NSECM,5948,8,SOUTHBANK,SOUTHBANK-EQ,EQ,SOUTHBANK-EQ,1100100005948,11.3,7.6,10581445,0.05,1
NSECM,1011,8,SCHAEFFLER,SCHAEFFLER-EQ,EQ,SCHAEFFLER-EQ,1100100001011,6426.9,4284.6,18662,0.05,1
NSECM,13920,8,PLASTIBLEN,PLASTIBLEN-EQ,EQ,PLASTIBLEN-EQ,1100100013920,311.4,207.6,385341,0.05,1
NSECM,14667,8,KMSUGAR,KMSUGAR-EQ,EQ,KMSUGAR-EQ,1100100014667,15.4,10.3,3008405,0.05,1
NSECM,14511,8,BANSWRAS,BANSWRAS-EQ,EQ,BANSWRAS-EQ,1100100014511,134.6,110.2,559694,0.05,1
NSECM,1336,8,HEG,HEG-EQ,EQ,HEG-EQ,1100100001336,1961.1,1307.4,61173,0.05,1
NSECM,18110,8,VASCONEQ,VASCONEQ-EQ,EQ,VASCONEQ-EQ,1100100018110,22.6,18.5,4866160,0.05,1
NSECM,15214,8,DVL,DVL-EQ,EQ,DVL-EQ,1100100015214,122.6,81.8,978451,0.05,1
NSECM,3546,8,TTKPRESTIG,TTKPRESTIG-EQ,EQ,TTKPRESTIG-EQ,1100100003546,9112,6074.7,13168,0.05,1
NSECM,13536,8,VIDHIING,VIDHIING-EQ,EQ,VIDHIING-EQ,1100100013536,166.65,111.15,719907,0.05,1
NSECM,12173,8,HNDFDS,HNDFDS-EQ,EQ,HNDFDS-EQ,1100100012173,2324.8,2103.4,45151,0.05,1
NSECM,10,8,ABAN,ABAN-EQ,EQ,ABAN-EQ,1100100000010,40.05,36.25,1908546,0.05,1
NSECM,18049,8,MINDTECK,MINDTECK-EQ,EQ,MINDTECK-EQ,1100100018049,48.3,43.7,837836,0.05,1
NSECM,17105,8,SUMICHEM,SUMICHEM-EQ,EQ,SUMICHEM-EQ,1100100017105,338.7,225.8,353894,0.05,1
NSECM,1633,8,IPCALAB,IPCALAB-EQ,EQ,IPCALAB-EQ,1100100001633,2343.15,1562.15,51121,0.05,1
NSECM,422,8,BHARATFORG,BHARATFORG-EQ,EQ,BHARATFORG-EQ,1100100000422,678.25,554.95,162024,0.05,1
NSECM,2705,8,PRAJIND,PRAJIND-EQ,EQ,PRAJIND-EQ,1100100002705,218.75,145.85,548418,0.05,1
NSECM,3126,8,SHREYANIND,SHREYANIND-EQ,EQ,SHREYANIND-EQ,1100100003126,107.25,71.55,452077,0.05,1
NSECM,15362,8,VGUARD,VGUARD-EQ,EQ,VGUARD-EQ,1100100015362,275.7,183.8,434918,0.05,1
NSECM,739,8,COROMANDEL,COROMANDEL-EQ,EQ,COROMANDEL-EQ,1100100000739,927.15,618.15,129320,0.05,1
NSECM,4378,8,ICICISENSX,ICICISENSX-EQ,EQ,ICICISENSX-EQ,1100100004378,663.43,442.29,42207,0.01,1
NSECM,3387,8,SMLISUZU,SMLISUZU-EQ,EQ,SMLISUZU-EQ,1100100003387,578.2,385.5,207523,0.05,1
NSECM,13310,8,KEI,KEI-EQ,EQ,KEI-EQ,1100100013310,593.6,395.8,202084,0.05,1
NSECM,20532,8,AXISGOLD,AXISGOLD-EQ,EQ,AXISGOLD-EQ,1100100020532,46.42,30.96,2511595,0.01,1
NSECM,14712,8,HGS,HGS-EQ,EQ,HGS-EQ,1100100014712,1415.7,943.8,84761,0.05,1
NSECM,5748,8,CYIENT,CYIENT-EQ,EQ,CYIENT-EQ,1100100005748,815.5,543.7,147141,0.05,1
NSECM,1168,8,GMBREW,GMBREW-EQ,EQ,GMBREW-EQ,1100100001168,507.4,338.3,236474,0.05,1
NSECM,1859,8,KESORAMIND,KESORAMIND-EQ,EQ,KESORAMIND-EQ,1100100001859,93.9,62.6,1277892,0.05,1
NSECM,2708,8,PRAKASH,PRAKASH-EQ,EQ,PRAKASH-EQ,1100100002708,78.7,52.5,1524333,0.05,1
NSECM,1247,8,GSFC,GSFC-EQ,EQ,GSFC-EQ,1100100001247,115.2,76.8,1041620,0.05,1
NSECM,2859,8,RAYMOND,RAYMOND-EQ,EQ,RAYMOND-EQ,1100100002859,452.4,301.6,265229,0.05,1
NSECM,1808,8,KAJARIACER,KAJARIACER-EQ,EQ,KAJARIACER-EQ,1100100001808,1199.6,799.8,99984,0.05,1
NSECM,13076,8,SORILINFRA,SORILINFRA-EQ,EQ,SORILINFRA-EQ,1100100013076,194.8,159.4,564637,0.05,1
NSECM,553,8,RELINFRA,RELINFRA-EQ,EQ,RELINFRA-EQ,1100100000553,43.65,35.75,2518655,0.05,1
NSECM,4306,8,SRTRANSFIN,SRTRANSFIN-EQ,EQ,SRTRANSFIN-EQ,1100100004306,1457.95,1192.95,75412,0.05,1
NSECM,17625,8,MOLDTECH,MOLDTECH-EQ,EQ,MOLDTECH-EQ,1100100017625,48.55,39.75,915321,0.05,1
NSECM,2514,8,OSWALAGRO,OSWALAGRO-EQ,EQ,OSWALAGRO-EQ,1100100002514,13.05,8.75,4389477,0.05,1
NSECM,12716,8,TEAMLEASE,TEAMLEASE-EQ,EQ,TEAMLEASE-EQ,1100100012716,4324.7,2883.2,27730,0.05,1
NSECM,13192,8,ENIL,ENIL-EQ,EQ,ENIL-EQ,1100100013192,205.85,137.25,582913,0.05,1
NSECM,11149,8,SHRENIK,SHRENIK-EQ,EQ,SHRENIK-EQ,1100100011149,2.3,2.1,20012399,0.05,1
NSECM,1480,8,REPL,REPL-EQ,EQ,REPL-EQ,1100100001480,230,188.2,478236,0.05,1
NSECM,3149,8,BORORENEW,BORORENEW-EQ,EQ,BORORENEW-EQ,1100100003149,312.4,255.6,352060,0.05,1
NSECM,2643,8,PFIZER,PFIZER-EQ,EQ,PFIZER-EQ,1100100002643,5117,4186.7,21455,0.05,1
NSECM,1174,8,GNFC,GNFC-EQ,EQ,GNFC-EQ,1100100001174,369.65,246.45,324514,0.05,1
NSECM,14198,8,TIMKEN,TIMKEN-EQ,EQ,TIMKEN-EQ,1100100014198,1553.45,1035.65,77174,0.05,1
NSECM,1041,8,FINPIPE,FINPIPE-EQ,EQ,FINPIPE-EQ,1100100001041,764.1,509.4,156980,0.05,1
NSECM,14523,8,ICRA,ICRA-EQ,EQ,ICRA-EQ,1100100014523,3263.45,2175.65,36761,0.05,1
NSECM,2388,8,NELCO,NELCO-EQ,EQ,NELCO-EQ,1100100002388,247.6,165.1,484594,0.05,1
NSECM,1919,8,KOPRAN,KOPRAN-EQ,EQ,KOPRAN-EQ,1100100001919,133.65,89.15,897664,0.05,1
NSECM,15555,8,HCG,HCG-EQ,EQ,HCG-EQ,1100100015555,213.6,142.4,561684,0.05,1
NSECM,3150,8,SIEMENS,SIEMENS-EQ,EQ,SIEMENS-EQ,1100100003150,2111.1,1727.3,51993,0.05,1
NSECM,547,8,BRITANNIA,BRITANNIA-EQ,EQ,BRITANNIA-EQ,1100100000547,3777.65,3090.85,28904,0.05,1
NSECM,3563,8,ADANIGREEN,ADANIGREEN-EQ,EQ,ADANIGREEN-EQ,1100100003563,1218.6,1102.6,86020,0.05,1
NSECM,13285,8,M&MFIN,M&MFIN-EQ,EQ,M&MFIN-EQ,1100100013285,229.75,188.05,478150,0.05,1
NSECM,11223,8,UCOBANK,UCOBANK-EQ,EQ,UCOBANK-EQ,1100100011223,16.05,10.75,7458592,0.05,1
NSECM,18371,8,NDGL,NDGL-EQ,EQ,NDGL-EQ,1100100018371,816.4,738.7,32699,0.05,1
NSECM,14174,8,IZMO,IZMO-EQ,EQ,IZMO-EQ,1100100014174,55.45,50.25,427296,0.05,1
NSECM,25786,8,KANANIIND,KANANIIND-EQ,EQ,KANANIIND-EQ,1100100025786,4.9,4.5,3235141,0.05,1
NSECM,20936,8,KIRLOSENG,KIRLOSENG-EQ,EQ,KIRLOSENG-EQ,1100100020936,191.6,127.8,626033,0.05,1
NSECM,23804,8,BSLGOLDETF,BSLGOLDETF-EQ,EQ,BSLGOLDETF-EQ,1100100023804,4894.25,3262.85,8697,0.05,1
NSECM,714,8,SHALBY,SHALBY-EQ,EQ,SHALBY-EQ,1100100000714,128,85.4,937200,0.05,1
NSECM,2627,8,KOTAKIT,KOTAKIT-EQ,EQ,KOTAKIT-EQ,1100100002627,31.2,20.8,299631,0.01,1
NSECM,11896,8,GEOJITFSL,GEOJITFSL-EQ,EQ,GEOJITFSL-EQ,1100100011896,69.65,46.45,1722430,0.05,1
NSECM,15039,8,CERA,CERA-EQ,EQ,CERA-EQ,1100100015039,4850.45,3233.65,24737,0.05,1
NSECM,1406,8,HINDPETRO,HINDPETRO-EQ,EQ,HINDPETRO-EQ,1100100001406,265.45,217.25,413369,0.05,1
NSECM,15399,8,EIHAHOTELS,EIHAHOTELS-EQ,EQ,EIHAHOTELS-EQ,1100100015399,328.55,219.05,365221,0.05,1
NSECM,1494,8,BURGERKING,BURGERKING-EQ,EQ,BURGERKING-EQ,1100100001494,169.25,112.85,708732,0.05,1
NSECM,18214,8,TEXMOPIPES,TEXMOPIPES-EQ,EQ,TEXMOPIPES-EQ,1100100018214,36,24,954676,0.05,1
NSECM,18931,8,SUNDARAM,SUNDARAM-EQ,EQ,SUNDARAM-EQ,1100100018931,1.3,1.2,15495803,0.05,1
NSECM,11386,8,ICICIBANKP,ICICIBANKP-EQ,EQ,ICICIBANKP-EQ,1100100011386,227.48,151.66,42313,0.01,1
NSECM,937,8,ELGIEQUIP,ELGIEQUIP-EQ,EQ,ELGIEQUIP-EQ,1100100000937,242.3,161.6,495011,0.05,1
NSECM,17069,8,UJJIVAN,UJJIVAN-EQ,EQ,UJJIVAN-EQ,1100100017069,285.3,190.2,420550,0.05,1
NSECM,21551,8,SMSLIFE,SMSLIFE-EQ,EQ,SMSLIFE-EQ,1100100021551,640.9,427.3,98861,0.05,1
NSECM,14557,8,AROGRANITE,AROGRANITE-EQ,EQ,AROGRANITE-EQ,1100100014557,54.45,36.35,500309,0.05,1
NSECM,15347,8,GSS,GSS-EQ,EQ,GSS-EQ,1100100015347,67.35,44.95,553834,0.05,1
NSECM,13414,8,RSYSTEMS,RSYSTEMS-EQ,EQ,RSYSTEMS-EQ,1100100013414,139.35,92.95,860903,0.05,1
NSECM,8341,8,CALSOFT,CALSOFT-EQ,EQ,CALSOFT-EQ,1100100008341,9.65,8.75,505447,0.05,1
NSECM,4433,8,HITECHGEAR,HITECHGEAR-EQ,EQ,HITECHGEAR-EQ,1100100004433,206.95,169.35,531472,0.05,1
NSECM,14657,8,INSECTICID,INSECTICID-EQ,EQ,INSECTICID-EQ,1100100014657,554.1,369.4,216557,0.05,1
NSECM,17351,8,SALONA,SALONA-EQ,EQ,SALONA-EQ,1100100017351,96.6,87.4,172080,0.05,1
NSECM,11872,8,GRANULES,GRANULES-EQ,EQ,GRANULES-EQ,1100100011872,380.85,311.65,288788,0.05,1
NSECM,2306,8,BESTAGRO,BESTAGRO-EQ,EQ,BESTAGRO-EQ,1100100002306,438,292,273968,0.05,1
NSECM,17174,8,EQ30,EQ30-EQ,EQ,EQ30-EQ,1100100017174,434.16,289.44,4263,0.01,1
NSECM,11387,8,UMANGDAIRY,UMANGDAIRY-EQ,EQ,UMANGDAIRY-EQ,1100100011387,74.15,49.45,719504,0.05,1
NSECM,1797,8,AWHCL,AWHCL-EQ,EQ,AWHCL-EQ,1100100001797,351.75,234.55,341114,0.05,1
NSECM,13941,8,PRAENG,PRAENG-EQ,EQ,PRAENG-EQ,1100100013941,9.7,8,2286900,0.05,1
NSECM,15151,8,MADHAV,MADHAV-EQ,EQ,MADHAV-EQ,1100100015151,65.7,43.8,292566,0.05,1
NSECM,19599,8,PRAKASHSTL,PRAKASHSTL-EQ,EQ,PRAKASHSTL-EQ,1100100019599,0.9,0.8,5722512,0.05,1
NSECM,1270,8,AMBUJACEM,AMBUJACEM-EQ,EQ,AMBUJACEM-EQ,1100100001270,318.45,260.55,343516,0.05,1
NSECM,11262,8,IGL,IGL-EQ,EQ,IGL-EQ,1100100011262,559.8,458.1,196000,0.05,1
NSECM,722,8,SBIETFPB,SBIETFPB-EQ,EQ,SBIETFPB-EQ,1100100000722,230.61,153.75,26908,0.01,1
NSECM,3186,8,SKFINDIA,SKFINDIA-EQ,EQ,SKFINDIA-EQ,1100100003186,2685.05,1790.05,44642,0.05,1
NSECM,13116,8,QUICKHEAL,QUICKHEAL-EQ,EQ,QUICKHEAL-EQ,1100100013116,239.1,159.4,501829,0.05,1
NSECM,4391,8,GULFOILLUB,GULFOILLUB-EQ,EQ,GULFOILLUB-EQ,1100100004391,880.5,587,136238,0.05,1
NSECM,11782,8,EVEREADY,EVEREADY-EQ,EQ,EVEREADY-EQ,1100100011782,349.1,232.8,343665,0.05,1
NSECM,2181,8,BOSCHLTD,BOSCHLTD-EQ,EQ,BOSCHLTD-EQ,1100100002181,16382.5,13403.9,6695,0.05,1
NSECM,13072,8,IIFLSEC,IIFLSEC-EQ,EQ,IIFLSEC-EQ,1100100013072,64.65,43.15,1854987,0.05,1
NSECM,14278,8,ORIENTBELL,ORIENTBELL-EQ,EQ,ORIENTBELL-EQ,1100100014278,291.6,194.4,411517,0.05,1
NSECM,13187,8,RCOM,RCOM-EQ,EQ,RCOM-EQ,1100100013187,2.1,1.9,49998072,0.05,1
NSECM,18102,8,KOTAKNIFTY,KOTAKNIFTY-EQ,EQ,KOTAKNIFTY-EQ,1100100018102,190.23,126.83,588260,0.01,1
NSECM,2610,8,PEARLPOLY,PEARLPOLY-EQ,EQ,PEARLPOLY-EQ,1100100002610,16.05,14.55,550502,0.05,1
NSECM,9385,8,PNCINFRA,PNCINFRA-EQ,EQ,PNCINFRA-EQ,1100100009385,312.15,208.15,384295,0.05,1
NSECM,2595,8,3PLAND,3PLAND-EQ,EQ,3PLAND-EQ,1100100002595,10.45,8.55,588599,0.05,1
NSECM,2031,8,M&M,M&M-EQ,EQ,M&M-EQ,1100100002031,941.35,770.25,115616,0.05,1
NSECM,3965,8,REMSONSIND,REMSONSIND-EQ,EQ,REMSONSIND-EQ,1100100003965,149.85,122.65,186826,0.05,1
NSECM,17029,8,RUCHI,RUCHI-EQ,EQ,RUCHI-EQ,1100100017029,751.15,679.65,139636,0.05,1
NSECM,22428,8,MAXIND,MAXIND-EQ,EQ,MAXIND-EQ,1100100022428,79.55,53.05,1508274,0.05,1
NSECM,6353,8,MAN50ETF,MAN50ETF-EQ,EQ,MAN50ETF-EQ,1100100006353,186.08,124.06,64441,0.01,1
NSECM,15136,8,KAUSHALYA,KAUSHALYA-EQ,EQ,KAUSHALYA-EQ,1100100015136,2.1,1.9,1132421,0.05,1
NSECM,18944,8,KINGFA,KINGFA-EQ,EQ,KINGFA-EQ,1100100018944,795.75,530.55,150787,0.05,1
