ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize, LotSize,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType
NSEFO,41895,2,NIFTY,NIFTY2131015300CE,OPTIDX,NIFTY-OPTIDX,2106900041895,258.05,0.05,5001,0.05,75,-1,Nifty 50,2021-03-10T14:30:00,15300,3
NSEFO,41706,2,BANKNIFTY,BANKNIFTY21MAR37600CE,OPTIDX,BANKNIFTY-OPTIDX,2108400041706,1289.1,0.05,2501,0.05,25,-1,Nifty Bank,2021-03-25T14:30:00,37600,3
NSEFO,59616,2,NIFTY,NIFTY2140114400PE,OPTIDX,NIFTY-OPTIDX,2109100059616,550.15,0.05,5001,0.05,75,-1,Nifty 50,2021-04-01T14:30:00,14400,4
NSEFO,41718,2,NIFTY,NIFTY21JUN11600CE,OPTIDX,NIFTY-OPTIDX,2117500041718,4591.6,2429.9,5001,0.05,75,-1,Nifty 50,2021-06-24T14:30:00,11600,3
NSEFO,39455,2,BANKNIFTY,BANKNIFTY2131037100PE,OPTIDX,BANKNIFTY-OPTIDX,2106900039455,5448.45,0.05,2501,0.05,25,-1,Nifty Bank,2021-03-10T14:30:00,37100,4
NSEFO,42061,2,FINNIFTY,FINNIFTY2150618500PE,OPTIDX,FINNIFTY-OPTIDX,2112600042061,3673.4,1169.3,5001,0.05,40,-1,Nifty Fin Service,2021-05-06T14:30:00,18500,4
NSEFO,43453,2,FINNIFTY,FINNIFTY2140818100PE,OPTIDX,FINNIFTY-OPTIDX,2109800043453,3249.2,610,5001,0.05,40,-1,Nifty Fin Service,2021-04-08T14:30:00,18100,4
NSEFO,41803,2,FINNIFTY,FINNIFTY21APR19800CE,OPTIDX,FINNIFTY-OPTIDX,2111900041803,350.55,0.05,5001,0.05,40,-1,Nifty Fin Service,2021-04-29T14:30:00,19800,3
NSEFO,43397,2,FINNIFTY,FINNIFTY2140816200PE,OPTIDX,FINNIFTY-OPTIDX,2109800043397,1410.85,0.05,5001,0.05,40,-1,Nifty Fin Service,2021-04-08T14:30:00,16200,4
NSEFO,43136,2,BANKNIFTY,BANKNIFTY2140837600CE,OPTIDX,BANKNIFTY-OPTIDX,2109800043136,2158.1,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-08T14:30:00,37600,3
NSEFO,53083,2,NIFTY,NIFTY21JUN11100PE,OPTIDX,NIFTY-OPTIDX,2117500053083,43.55,0.05,5001,0.05,75,-1,Nifty 50,2021-06-24T14:30:00,11100,4
NSEFO,39499,2,BANKNIFTY,BANKNIFTY2131836900CE,OPTIDX,BANKNIFTY-OPTIDX,2107700039499,1358.05,0.05,2501,0.05,25,-1,Nifty Bank,2021-03-18T14:30:00,36900,3
NSEFO,62186,2,BANKNIFTY,BANKNIFTY21MAR27600CE,OPTIDX,BANKNIFTY-OPTIDX,2108400062186,11472.2,3905,2501,0.05,25,-1,Nifty Bank,2021-03-25T14:30:00,27600,3
NSEFO,45026,2,FINNIFTY,FINNIFTY2131016400CE,OPTIDX,FINNIFTY-OPTIDX,2106900045026,1041.7,0.05,5001,0.05,40,-1,Nifty Fin Service,2021-03-10T14:30:00,16400,3
NSEFO,58650,2,BANKNIFTY,BANKNIFTY2140132200CE,OPTIDX,BANKNIFTY-OPTIDX,2109100058650,6656.05,438.65,2501,0.05,25,-1,Nifty Bank,2021-04-01T14:30:00,32200,3
NSEFO,43898,2,NIFTY,NIFTY2140815250CE,OPTIDX,NIFTY-OPTIDX,2109800043898,898.8,0.05,5001,0.05,75,-1,Nifty 50,2021-04-08T14:30:00,15250,3
NSEFO,66494,2,NIFTY,NIFTY21APR12600CE,OPTIDX,NIFTY-OPTIDX,2111900066494,3517.05,1376.55,5001,0.05,75,-1,Nifty 50,2021-04-29T14:30:00,12600,3
NSEFO,53143,2,NIFTY,NIFTY2141513900PE,OPTIDX,NIFTY-OPTIDX,2110500053143,390.55,0.05,5001,0.05,75,-1,Nifty 50,2021-04-15T14:30:00,13900,4
NSEFO,49078,2,NIFTY,NIFTY21MAR13550CE,OPTIDX,NIFTY-OPTIDX,2108400049078,2506.7,383.1,5001,0.05,75,-1,Nifty 50,2021-03-25T14:30:00,13550,3
