ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize, LotSize
NSECM,1565,8,RVHL,RVHL-EQ,EQ,RVHL-EQ,1100100001565,21.25,19.25,2002899,0.05,1
NSECM,958,8,ESCORTS,ESCORTS-EQ,EQ,ESCORTS-EQ,1100100000958,1486,1215.9,73889,0.05,1
NSECM,426,8,BHARATGEAR,BHARATGEAR-EQ,EQ,BHARATGEAR-EQ,1100100000426,90.05,73.75,304309,0.05,1
NSECM,4986,8,IRCON,IRCON-EQ,EQ,IRCON-EQ,1100100004986,103.95,69.35,1154012,0.05,1
NSECM,1100,8,GARFIBRES,GARFIBRES-EQ,EQ,GARFIBRES-EQ,1100100001100,2888.9,1926,41532,0.05,1
NSECM,9059,8,NIFTYEES,NIFTYEES-EQ,EQ,NIFTYEES-EQ,1100100009059,19464.9,12976.6,364,0.01,1
NSECM,6216,8,CAMLINFINE,CAMLINFINE-EQ,EQ,CAMLINFINE-EQ,1100100006216,167.25,111.55,717356,0.05,1
NSECM,6051,8,CYBERTECH,CYBERTECH-EQ,EQ,CYBERTECH-EQ,1100100006051,151.15,123.75,727520,0.05,1
NSECM,19913,8,DMART,DMART-EQ,EQ,DMART-EQ,1100100019913,3685.2,2456.8,32388,0.05,1
NSECM,3906,8,CAPLIPOINT,CAPLIPOINT-EQ,EQ,CAPLIPOINT-EQ,1100100003906,543.05,362.05,220952,0.05,1
NSECM,18564,8,LTTS,LTTS-EQ,EQ,LTTS-EQ,1100100018564,3058.95,2502.85,35870,0.05,1
NSECM,817,8,DCW,DCW-EQ,EQ,DCW-EQ,1100100000817,34.8,23.2,3448211,0.05,1
NSECM,13870,8,KUANTUM,KUANTUM-EQ,EQ,KUANTUM-EQ,1100100013870,89.85,59.95,1335046,0.05,1
NSECM,21740,8,CHOLAHLDNG,CHOLAHLDNG-EQ,EQ,CHOLAHLDNG-EQ,1100100021740,720.6,480.4,166505,0.05,1
NSECM,13976,8,TANLA,TANLA-EQ,EQ,TANLA-EQ,1100100013976,1043.55,944.25,100530,0.05,1
NSECM,7,8,AARTIIND,AARTIIND-EQ,EQ,AARTIIND-EQ,1100100000007,1417.1,1159.5,77534,0.05,1
NSECM,18863,8,VERTOZ,VERTOZ-EQ,EQ,VERTOZ-EQ,1100100018863,334.65,223.15,358549,0.05,1
NSECM,20080,8,EROSMEDIA,EROSMEDIA-EQ,EQ,EROSMEDIA-EQ,1100100020080,31.7,26,3130287,0.05,1
NSECM,11703,8,ALKEM,ALKEM-EQ,EQ,ALKEM-EQ,1100100011703,2923.25,2391.75,37543,0.05,1
NSECM,4529,8,ICICINXT50,ICICINXT50-EQ,EQ,ICICINXT50-EQ,1100100004529,42.21,28.15,118240,0.01,1
NSECM,11471,8,EXCELINDUS,EXCELINDUS-EQ,EQ,EXCELINDUS-EQ,1100100011471,1061.4,707.6,113048,0.05,1
NSECM,31107,8,DBSTOCKBRO,DBSTOCKBRO-EQ,EQ,DBSTOCKBRO-EQ,1100100031107,9.35,7.65,1144499,0.05,1
NSECM,4732,8,SKMEGGPROD,SKMEGGPROD-EQ,EQ,SKMEGGPROD-EQ,1100100004732,60.4,40.3,860990,0.05,1
NSECM,13295,8,VISASTEEL,VISASTEEL-EQ,EQ,VISASTEEL-EQ,1100100013295,8.1,7.4,3786316,0.05,1
NSECM,526,8,BPCL,BPCL-EQ,EQ,BPCL-EQ,1100100000526,499.2,408.5,219094,0.05,1
NSECM,21362,8,SALASAR,SALASAR-EQ,EQ,SALASAR-EQ,1100100021362,446,297.4,269026,0.05,1
NSECM,1255,8,GOLDENTOBC,GOLDENTOBC-EQ,EQ,GOLDENTOBC-EQ,1100100001255,52.6,35.1,575807,0.05,1
NSECM,3484,8,TIL,TIL-EQ,EQ,TIL-EQ,1100100003484,201.2,134.2,327989,0.05,1
NSECM,16713,8,UBL,UBL-EQ,EQ,UBL-EQ,1100100016713,1339.9,1096.3,81965,0.05,1
NSECM,21017,8,FMNL,FMNL-EQ,EQ,FMNL-EQ,1100100021017,17.7,16.1,1881701,0.05,1
NSECM,3703,8,VIPIND,VIPIND-EQ,EQ,VIPIND-EQ,1100100003703,455.85,303.95,263132,0.05,1
NSECM,5948,8,SOUTHBANK,SOUTHBANK-EQ,EQ,SOUTHBANK-EQ,1100100005948,11.1,7.4,10809470,0.05,1
NSECM,13920,8,PLASTIBLEN,PLASTIBLEN-EQ,EQ,PLASTIBLEN-EQ,1100100013920,294.5,196.4,407406,0.05,1
NSECM,1336,8,HEG,HEG-EQ,EQ,HEG-EQ,1100100001336,1923.2,1282.2,62370,0.05,1
NSECM,15214,8,DVL,DVL-EQ,EQ,DVL-EQ,1100100015214,118.65,79.15,1011094,0.05,1
NSECM,13536,8,VIDHIING,VIDHIING-EQ,EQ,VIDHIING-EQ,1100100013536,171,114,701727,0.05,1
NSECM,12173,8,HNDFDS,HNDFDS-EQ,EQ,HNDFDS-EQ,1100100012173,2321.6,2100.5,45215,0.05,1
NSECM,18049,8,MINDTECK,MINDTECK-EQ,EQ,MINDTECK-EQ,1100100018049,47.4,42.9,837836,0.05,1
NSECM,422,8,BHARATFORG,BHARATFORG-EQ,EQ,BHARATFORG-EQ,1100100000422,672.1,549.9,163421,0.05,1
NSECM,3126,8,SHREYANIND,SHREYANIND-EQ,EQ,SHREYANIND-EQ,1100100003126,130.65,87.15,452077,0.05,1
NSECM,739,8,COROMANDEL,COROMANDEL-EQ,EQ,COROMANDEL-EQ,1100100000739,935,623.4,128147,0.05,1
NSECM,14712,8,HGS,HGS-EQ,EQ,HGS-EQ,1100100014712,1448.9,966,82799,0.05,1
NSECM,5748,8,CYIENT,CYIENT-EQ,EQ,CYIENT-EQ,1100100005748,842.45,561.65,142412,0.05,1
NSECM,1168,8,GMBREW,GMBREW-EQ,EQ,GMBREW-EQ,1100100001168,496.7,331.2,241574,0.05,1
NSECM,1859,8,KESORAMIND,KESORAMIND-EQ,EQ,KESORAMIND-EQ,1100100001859,96.5,64.4,1242957,0.05,1
NSECM,1247,8,GSFC,GSFC-EQ,EQ,GSFC-EQ,1100100001247,109.5,73,1095813,0.05,1
NSECM,2859,8,RAYMOND,RAYMOND-EQ,EQ,RAYMOND-EQ,1100100002859,442.1,294.8,271354,0.05,1
NSECM,2514,8,OSWALAGRO,OSWALAGRO-EQ,EQ,OSWALAGRO-EQ,1100100002514,12.7,8.5,4389477,0.05,1
NSECM,13192,8,ENIL,ENIL-EQ,EQ,ENIL-EQ,1100100013192,208.6,139.1,575191,0.05,1
NSECM,11149,8,SHRENIK,SHRENIK-EQ,EQ,SHRENIK-EQ,1100100011149,2.3,2.1,20012399,0.05,1
NSECM,1480,8,REPL,REPL-EQ,EQ,REPL-EQ,1100100001480,222.05,181.75,495284,0.05,1
NSECM,3149,8,BORORENEW,BORORENEW-EQ,EQ,BORORENEW-EQ,1100100003149,300.55,245.95,365955,0.05,1
NSECM,1174,8,GNFC,GNFC-EQ,EQ,GNFC-EQ,1100100001174,375.2,250.2,319696,0.05,1
NSECM,14198,8,TIMKEN,TIMKEN-EQ,EQ,TIMKEN-EQ,1100100014198,1522.1,1014.8,78829,0.05,1
NSECM,2388,8,NELCO,NELCO-EQ,EQ,NELCO-EQ,1100100002388,241.65,161.15,496505,0.05,1
NSECM,1919,8,KOPRAN,KOPRAN-EQ,EQ,KOPRAN-EQ,1100100001919,126.45,84.35,948745,0.05,1
NSECM,15555,8,HCG,HCG-EQ,EQ,HCG-EQ,1100100015555,213.2,142.2,562686,0.05,1
NSECM,547,8,BRITANNIA,BRITANNIA-EQ,EQ,BRITANNIA-EQ,1100100000547,3838,3140.2,28422,0.05,1
NSECM,3563,8,ADANIGREEN,ADANIGREEN-EQ,EQ,ADANIGREEN-EQ,1100100003563,1280.75,1158.85,81328,0.05,1
NSECM,13285,8,M&MFIN,M&MFIN-EQ,EQ,M&MFIN-EQ,1100100013285,232,189.9,473207,0.05,1
NSECM,11223,8,UCOBANK,UCOBANK-EQ,EQ,UCOBANK-EQ,1100100011223,16.85,11.25,7111450,0.05,1
NSECM,18371,8,NDGL,NDGL-EQ,EQ,NDGL-EQ,1100100018371,831.6,752.4,32699,0.05,1
NSECM,25786,8,KANANIIND,KANANIIND-EQ,EQ,KANANIIND-EQ,1100100025786,4.9,4.5,3235141,0.05,1
NSECM,23804,8,BSLGOLDETF,BSLGOLDETF-EQ,EQ,BSLGOLDETF-EQ,1100100023804,4919.5,3279.7,8697,0.05,1
NSECM,714,8,SHALBY,SHALBY-EQ,EQ,SHALBY-EQ,1100100000714,127.35,84.95,942061,0.05,1
NSECM,2627,8,KOTAKIT,KOTAKIT-EQ,EQ,KOTAKIT-EQ,1100100002627,31.22,20.82,299631,0.01,1
NSECM,15039,8,CERA,CERA-EQ,EQ,CERA-EQ,1100100015039,4854.9,3236.6,24711,0.05,1
NSECM,15399,8,EIHAHOTELS,EIHAHOTELS-EQ,EQ,EIHAHOTELS-EQ,1100100015399,321.7,214.5,372991,0.05,1
NSECM,1494,8,BURGERKING,BURGERKING-EQ,EQ,BURGERKING-EQ,1100100001494,165.9,110.6,723235,0.05,1
NSECM,18214,8,TEXMOPIPES,TEXMOPIPES-EQ,EQ,TEXMOPIPES-EQ,1100100018214,35.55,23.75,954676,0.05,1
NSECM,14557,8,AROGRANITE,AROGRANITE-EQ,EQ,AROGRANITE-EQ,1100100014557,54.65,36.45,500309,0.05,1
NSECM,15347,8,GSS,GSS-EQ,EQ,GSS-EQ,1100100015347,70.9,47.3,553834,0.05,1
NSECM,14657,8,INSECTICID,INSECTICID-EQ,EQ,INSECTICID-EQ,1100100014657,529.4,353,226643,0.05,1
NSECM,17351,8,SALONA,SALONA-EQ,EQ,SALONA-EQ,1100100017351,101.7,92.1,172080,0.05,1
NSECM,11872,8,GRANULES,GRANULES-EQ,EQ,GRANULES-EQ,1100100011872,364.3,298.1,301915,0.05,1
NSECM,1270,8,AMBUJACEM,AMBUJACEM-EQ,EQ,AMBUJACEM-EQ,1100100001270,314.1,257,349473,0.05,1
NSECM,722,8,SBIETFPB,SBIETFPB-EQ,EQ,SBIETFPB-EQ,1100100000722,225.56,150.38,26908,0.01,1
NSECM,13072,8,IIFLSEC,IIFLSEC-EQ,EQ,IIFLSEC-EQ,1100100013072,64.55,43.05,1858508,0.05,1
NSECM,13187,8,RCOM,RCOM-EQ,EQ,RCOM-EQ,1100100013187,1.95,1.85,52630859,0.05,1
NSECM,2610,8,PEARLPOLY,PEARLPOLY-EQ,EQ,PEARLPOLY-EQ,1100100002610,15.85,14.35,550502,0.05,1
NSECM,9385,8,PNCINFRA,PNCINFRA-EQ,EQ,PNCINFRA-EQ,1100100009385,298.55,199.05,401740,0.05,1
NSECM,2595,8,3PLAND,3PLAND-EQ,EQ,3PLAND-EQ,1100100002595,10.1,8.3,588599,0.05,1
NSECM,22428,8,MAXIND,MAXIND-EQ,EQ,MAXIND-EQ,1100100022428,76.05,50.75,1577282,0.05,1
NSECM,6302,8,APOLSINHOT,APOLSINHOT-EQ,EQ,APOLSINHOT-EQ,1100100006302,665.6,443.8,85033,0.05,1
NSECM,3821,8,ZODIACLOTH,ZODIACLOTH-EQ,EQ,ZODIACLOTH-EQ,1100100003821,124.6,83.1,735020,0.05,1
NSECM,1038,8,FINCABLES,FINCABLES-EQ,EQ,FINCABLES-EQ,1100100001038,478.25,318.85,250820,0.05,1
NSECM,30392,8,ICICINF100,ICICINF100-EQ,EQ,ICICINF100-EQ,1100100030392,194.46,129.64,103191,0.01,1
NSECM,10217,8,ADANITRANS,ADANITRANS-EQ,EQ,ADANITRANS-EQ,1100100010217,858.3,702.3,127577,0.05,1
NSECM,2188,8,GENCON,GENCON-EQ,EQ,GENCON-EQ,1100100002188,62.45,41.65,1377955,0.05,1
NSECM,3837,8,TOKYOPLAST,TOKYOPLAST-EQ,EQ,TOKYOPLAST-EQ,1100100003837,84.3,56.2,310695,0.05,1
NSECM,13061,8,IIFLWAM,IIFLWAM-EQ,EQ,IIFLWAM-EQ,1100100013061,1393.55,929.05,86080,0.05,1
NSECM,21119,8,KICL,KICL-EQ,EQ,KICL-EQ,1100100021119,1866,1244,64305,0.05,1
NSECM,28899,8,KITEX,KITEX-EQ,EQ,KITEX-EQ,1100100028899,128.4,85.6,934524,0.05,1
NSECM,2277,8,MRF,MRF-EQ,EQ,MRF-EQ,1100100002277,95500.9,78137.1,1149,0.05,1
NSECM,3339,8,SUNDARMFIN,SUNDARMFIN-EQ,EQ,SUNDARMFIN-EQ,1100100003339,3179.85,2119.95,37664,0.05,1
NSECM,14552,8,PHOENIXLTD,PHOENIXLTD-EQ,EQ,PHOENIXLTD-EQ,1100100014552,953.5,635.7,125723,0.05,1
NSECM,22239,8,EBBETF0431,EBBETF0431-EQ,EQ,EBBETF0431-EQ,1100100022239,1194.92,796.62,100402,0.01,1
NSECM,2636,8,NETFDIVOPP,NETFDIVOPP-EQ,EQ,NETFDIVOPP-EQ,1100100002636,44.18,29.46,263454,0.01,1
NSECM,11667,8,DWARKESH,DWARKESH-EQ,EQ,DWARKESH-EQ,1100100011667,40,26.7,2998324,0.05,1
NSECM,5204,8,GMDCLTD,GMDCLTD-EQ,EQ,GMDCLTD-EQ,1100100005204,70.25,46.85,1707659,0.05,1
NSECM,3405,8,TATACHEM,TATACHEM-EQ,EQ,TATACHEM-EQ,1100100003405,854.9,699.5,128651,0.05,1
NSECM,18783,8,IDFNIFTYET,IDFNIFTYET-EQ,EQ,IDFNIFTYET-EQ,1100100018783,186.84,124.56,16118,0.01,1
NSECM,14003,8,ZEEMEDIA,ZEEMEDIA-EQ,EQ,ZEEMEDIA-EQ,1100100014003,7.35,6.65,14285636,0.05,1
NSECM,28913,8,ROSSELLIND,ROSSELLIND-EQ,EQ,ROSSELLIND-EQ,1100100028913,139.1,92.8,862440,0.05,1
NSECM,24409,8,DHANUKA,DHANUKA-EQ,EQ,DHANUKA-EQ,1100100024409,872.75,581.85,137452,0.05,1
NSECM,13745,8,GTLINFRA,GTLINFRA-EQ,EQ,GTLINFRA-EQ,1100100013745,0.9,0.8,117642818,0.05,1
NSECM,48,8,HAPPSTMNDS,HAPPSTMNDS-EQ,EQ,HAPPSTMNDS-EQ,1100100000048,675,450,177704,0.05,1
NSECM,17704,8,QUESS,QUESS-EQ,EQ,QUESS-EQ,1100100017704,833.55,555.75,143946,0.05,1
NSECM,811,8,DCMSHRIRAM,DCMSHRIRAM-EQ,EQ,DCMSHRIRAM-EQ,1100100000811,652.2,434.8,183855,0.05,1
NSECM,8825,8,PRIVISCL,PRIVISCL-EQ,EQ,PRIVISCL-EQ,1100100008825,777.65,518.45,154297,0.05,1
NSECM,15061,8,KOTAKPSUBK,KOTAKPSUBK-EQ,EQ,KOTAKPSUBK-EQ,1100100015061,272.29,181.53,11360,0.01,1
NSECM,522,8,ICICIB22,ICICIB22-EQ,EQ,ICICIB22-EQ,1100100000522,45.33,30.23,2646154,0.01,1
NSECM,1186,8,GLAND,GLAND-EQ,EQ,GLAND-EQ,1100100001186,3260.4,2173.6,36738,0.05,1
NSECM,694,8,CIPLA,CIPLA-EQ,EQ,CIPLA-EQ,1100100000694,871.5,713.1,125805,0.05,1
NSECM,1570,8,GMMPFAUDLR,GMMPFAUDLR-EQ,EQ,GMMPFAUDLR-EQ,1100100001570,5063.75,3375.85,23694,0.05,1
NSECM,16913,8,ARTEMISMED,ARTEMISMED-EQ,EQ,ARTEMISMED-EQ,1100100016913,235.05,212.75,431844,0.05,1
NSECM,1964,8,TRENT,TRENT-EQ,EQ,TRENT-EQ,1100100001964,934.15,764.35,117666,0.05,1
NSECM,10285,8,AYMSYNTEX,AYMSYNTEX-EQ,EQ,AYMSYNTEX-EQ,1100100010285,51.2,46.4,1636154,0.05,1
NSECM,21726,8,MATRIMONY,MATRIMONY-EQ,EQ,MATRIMONY-EQ,1100100021726,1274.75,849.85,94116,0.05,1
NSECM,10925,8,GODREJIND,GODREJIND-EQ,EQ,GODREJIND-EQ,1100100010925,608.5,405.7,196867,0.05,1
NSECM,19438,8,AHLEAST,AHLEAST-EQ,EQ,AHLEAST-EQ,1100100019438,195.45,130.35,376958,0.05,1
NSECM,425,8,KHADIM,KHADIM-EQ,EQ,KHADIM-EQ,1100100000425,200.15,133.45,587606,0.05,1
NSECM,14602,8,WEBELSOLAR,WEBELSOLAR-EQ,EQ,WEBELSOLAR-EQ,1100100014602,49.4,44.7,1000444,0.05,1
NSECM,1134,8,APOLLO,APOLLO-EQ,EQ,APOLLO-EQ,1100100001134,130.6,87.1,678979,0.05,1
NSECM,9014,8,ANUP,ANUP-EQ,EQ,ANUP-EQ,1100100009014,756.75,504.55,158558,0.05,1
NSECM,1415,8,GLOBAL,GLOBAL-EQ,EQ,GLOBAL-EQ,1100100001415,47.75,43.25,332895,0.05,1
NSECM,1491,8,IFCI,IFCI-EQ,EQ,IFCI-EQ,1100100001491,14.95,13.55,7017070,0.05,1
NSECM,7109,8,JMA,JMA-EQ,EQ,JMA-EQ,1100100007109,39.9,26.6,746902,0.05,1
NSECM,15254,8,CEATLTD,CEATLTD-EQ,EQ,CEATLTD-EQ,1100100015254,1895.2,1263.5,63304,0.05,1
NSECM,16222,8,EBBETF0423,EBBETF0423-EQ,EQ,EBBETF0423-EQ,1100100016222,1329.68,886.46,90242,0.01,1
NSECM,27161,8,CINELINE,CINELINE-EQ,EQ,CINELINE-EQ,1100100027161,44.75,29.85,915599,0.05,1
NSECM,181,8,ARENTERP,ARENTERP-EQ,EQ,ARENTERP-EQ,1100100000181,11.9,10.8,101641,0.05,1
NSECM,11731,8,CONSOFINVT,CONSOFINVT-EQ,EQ,CONSOFINVT-EQ,1100100011731,69.45,46.35,1057072,0.05,1
NSECM,11226,8,BAGFILMS,BAGFILMS-EQ,EQ,BAGFILMS-EQ,1100100011226,2.55,2.35,6466351,0.05,1
NSECM,13175,8,NITINSPIN,NITINSPIN-EQ,EQ,NITINSPIN-EQ,1100100013175,97.25,79.65,1130527,0.05,1
NSECM,17181,8,MANXT50,MANXT50-EQ,EQ,MANXT50-EQ,1100100017181,413.24,275.5,32800,0.01,1
NSECM,22233,8,DHUNINV,DHUNINV-EQ,EQ,DHUNINV-EQ,1100100022233,331.5,221,199377,0.05,1
NSECM,20140,8,GALLISPAT,GALLISPAT-EQ,EQ,GALLISPAT-EQ,1100100020140,46.7,31.2,2567223,0.05,1
NSECM,11364,8,VAIBHAVGBL,VAIBHAVGBL-EQ,EQ,VAIBHAVGBL-EQ,1100100011364,5612.55,3741.75,21353,0.05,1
NSECM,13421,8,EMKAY,EMKAY-EQ,EQ,EMKAY-EQ,1100100013421,90.1,60.1,805042,0.05,1
NSECM,11739,8,SHRIRAMCIT,SHRIRAMCIT-EQ,EQ,SHRIRAMCIT-EQ,1100100011739,1646.15,1346.85,66796,0.05,1
NSECM,11439,8,BANKBEES,BANKBEES-EQ,EQ,BANKBEES-EQ,1100100011439,424.2,282.8,282812,0.01,1
NSECM,12124,8,DOLAT,DOLAT-EQ,EQ,DOLAT-EQ,1100100012124,68.45,45.65,1752783,0.05,1
NSECM,21808,8,SBILIFE,SBILIFE-EQ,EQ,SBILIFE-EQ,1100100021808,1005.45,822.65,109005,0.05,1
NSECM,17307,8,AJMERA,AJMERA-EQ,EQ,AJMERA-EQ,1100100017307,151.3,100.9,793015,0.05,1
NSECM,7048,8,HESTERBIO,HESTERBIO-EQ,EQ,HESTERBIO-EQ,1100100007048,2099.2,1399.5,57157,0.05,1
NSECM,14134,8,PITTIENG,PITTIENG-EQ,EQ,PITTIENG-EQ,1100100014134,86.45,57.65,1048037,0.05,1
NSECM,18659,8,MARATHON,MARATHON-EQ,EQ,MARATHON-EQ,1100100018659,76.7,69.4,1368913,0.05,1
NSECM,11536,8,TCS,TCS-EQ,EQ,TCS-EQ,1100100011536,3421.05,2799.05,30019,0.05,1
NSECM,14346,8,ORIENTALTL,ORIENTALTL-EQ,EQ,ORIENTALTL-EQ,1100100014346,8,6.6,932447,0.05,1
NSECM,822,8,BANKA,BANKA-EQ,EQ,BANKA-EQ,1100100000822,73.4,66.5,336192,0.05,1
NSECM,1328,8,MARINE,MARINE-EQ,EQ,MARINE-EQ,1100100001328,80.75,53.85,1485844,0.05,1
NSECM,15332,8,NMDC,NMDC-EQ,EQ,NMDC-EQ,1100100015332,149.75,122.55,731782,0.05,1
NSECM,18992,8,PIONDIST,PIONDIST-EQ,EQ,PIONDIST-EQ,1100100018992,125.9,84,437794,0.05,1
NSECM,21462,8,SPTL,SPTL-EQ,EQ,SPTL-EQ,1100100021462,4.6,4.2,20634405,0.05,1
NSECM,13859,8,VENUSREM,VENUSREM-EQ,EQ,VENUSREM-EQ,1100100013859,265.75,240.45,395091,0.05,1
NSECM,7053,8,ACCELYA,ACCELYA-EQ,EQ,ACCELYA-EQ,1100100007053,1068.6,712.4,112290,0.05,1
NSECM,14309,8,INDIANB,INDIANB-EQ,EQ,INDIANB-EQ,1100100014309,137.05,112.15,801850,0.05,1
NSECM,1143,8,NCPSESDL24,NCPSESDL24-EQ,EQ,NCPSESDL24-EQ,1100100001143,122.3,81.54,981120,0.01,1
NSECM,2263,8,BANDHANBNK,BANDHANBNK-EQ,EQ,BANDHANBNK-EQ,1100100002263,373.45,305.55,293087,0.05,1
NSECM,22243,8,EBBETF0425,EBBETF0425-EQ,EQ,EBBETF0425-EQ,1100100022243,1215.3,810.2,98700,0.01,1
NSECM,3327,8,SUDARSCHEM,SUDARSCHEM-EQ,EQ,SUDARSCHEM-EQ,1100100003327,660.5,440.4,181652,0.05,1
NSECM,19410,8,ROSSARI,ROSSARI-EQ,EQ,ROSSARI-EQ,1100100019410,1189.2,792.8,100898,0.05,1
NSECM,1512,8,INDHOTEL,INDHOTEL-EQ,EQ,INDHOTEL-EQ,1100100001512,144.5,96.4,829803,0.05,1
NSECM,22365,8,ICICITECH,ICICITECH-EQ,EQ,ICICITECH-EQ,1100100022365,314.38,209.6,143259,0.01,1
NSECM,1313,8,HARRMALAYA,HARRMALAYA-EQ,EQ,HARRMALAYA-EQ,1100100001313,194.5,129.7,603491,0.05,1
NSECM,16996,8,GISOLUTION,GISOLUTION-EQ,EQ,GISOLUTION-EQ,1100100016996,2.95,2.75,281608,0.05,1
NSECM,19679,8,ICICIGOLD,ICICIGOLD-EQ,EQ,ICICIGOLD-EQ,1100100019679,47.83,31.89,1342400,0.01,1
NSECM,530,8,BPL,BPL-EQ,EQ,BPL-EQ,1100100000530,27.35,24.75,1598533,0.05,1
NSECM,10578,8,MPSLTD,MPSLTD-EQ,EQ,MPSLTD-EQ,1100100010578,571.3,380.9,210032,0.05,1
NSECM,14356,8,MINDTREE,MINDTREE-EQ,EQ,MINDTREE-EQ,1100100014356,2223.5,1819.3,49415,0.05,1
NSECM,14853,8,OMAXE,OMAXE-EQ,EQ,OMAXE-EQ,1100100014853,80,65.5,1374497,0.05,1
NSECM,8736,8,PNBGILTS,PNBGILTS-EQ,EQ,PNBGILTS-EQ,1100100008736,60.9,40.6,1970390,0.05,1
NSECM,3579,8,UNICHEMLAB,UNICHEMLAB-EQ,EQ,UNICHEMLAB-EQ,1100100003579,377.4,251.6,317952,0.05,1
NSECM,17475,8,ICICINV20,ICICINV20-EQ,EQ,ICICINV20-EQ,1100100017475,93.27,62.19,58788,0.01,1
NSECM,7401,8,RAJESHEXPO,RAJESHEXPO-EQ,EQ,RAJESHEXPO-EQ,1100100007401,619.3,412.9,193690,0.05,1
NSECM,13352,8,MALUPAPER,MALUPAPER-EQ,EQ,MALUPAPER-EQ,1100100013352,32.2,26.4,557837,0.05,1
NSECM,583,8,CANFINHOME,CANFINHOME-EQ,EQ,CANFINHOME-EQ,1100100000583,680,453.4,176429,0.05,1
NSECM,1181,8,GODFRYPHLP,GODFRYPHLP-EQ,EQ,GODFRYPHLP-EQ,1100100001181,1074.75,716.55,111630,0.05,1
NSECM,15330,8,QGOLDHALF,QGOLDHALF-EQ,EQ,QGOLDHALF-EQ,1100100015330,2324.2,1549.5,14530,0.05,1
NSECM,1675,8,ITI,ITI-EQ,EQ,ITI-EQ,1100100001675,154.1,102.8,778025,0.05,1
NSECM,2142,8,MFSL,MFSL-EQ,EQ,MFSL-EQ,1100100002142,963.45,788.35,113860,0.05,1
NSECM,5938,8,MONTECARLO,MONTECARLO-EQ,EQ,MONTECARLO-EQ,1100100005938,266.3,177.6,450549,0.05,1
NSECM,15083,8,ADANIPORTS,ADANIPORTS-EQ,EQ,ADANIPORTS-EQ,1100100015083,789.05,645.65,138159,0.05,1
NSECM,13710,8,FIEMIND,FIEMIND-EQ,EQ,FIEMIND-EQ,1100100013710,723.8,482.6,165774,0.05,1
NSECM,11705,8,XCHANGING,XCHANGING-EQ,EQ,XCHANGING-EQ,1100100011705,84.95,56.65,1412376,0.05,1
NSECM,3396,8,TAINWALCHM,TAINWALCHM-EQ,EQ,TAINWALCHM-EQ,1100100003396,75.65,50.45,306198,0.05,1
NSECM,7848,8,BIL,BIL-EQ,EQ,BIL-EQ,1100100007848,181.2,120.8,399017,0.05,1
NSECM,6368,8,SICAL,SICAL-EQ,EQ,SICAL-EQ,1100100006368,13.3,12.1,1913612,0.05,1
NSECM,11593,8,HDFCSENETF,HDFCSENETF-EQ,EQ,HDFCSENETF-EQ,1100100011593,644.01,429.35,71236,0.01,1
NSECM,21469,8,OPTIEMUS,OPTIEMUS-EQ,EQ,OPTIEMUS-EQ,1100100021469,170.1,153.9,617261,0.05,1
NSECM,15219,8,PATINTLOG,PATINTLOG-EQ,EQ,PATINTLOG-EQ,1100100015219,23.85,15.95,851353,0.05,1
NSECM,2963,8,SAIL,SAIL-EQ,EQ,SAIL-EQ,1100100002963,82.55,67.55,1330029,0.05,1
NSECM,29135,8,INDUSTOWER,INDUSTOWER-EQ,EQ,INDUSTOWER-EQ,1100100029135,288.65,236.25,379986,0.05,1
NSECM,17922,8,GEEKAYWIRE,GEEKAYWIRE-EQ,EQ,GEEKAYWIRE-EQ,1100100017922,88,72,341780,0.05,1
NSECM,1726,8,JBCHEPHARM,JBCHEPHARM-EQ,EQ,JBCHEPHARM-EQ,1100100001726,1438,958.7,83387,0.05,1
NSECM,18562,8,MITTAL,MITTAL-EQ,EQ,MITTAL-EQ,1100100018562,11.95,10.85,384224,0.05,1
NSECM,928,8,ELECTCAST,ELECTCAST-EQ,EQ,ELECTCAST-EQ,1100100000928,30.2,20.2,3968029,0.05,1
NSECM,8591,8,AKSHOPTFBR,AKSHOPTFBR-EQ,EQ,AKSHOPTFBR-EQ,1100100008591,6.9,5.7,5320223,0.05,1
NSECM,24391,8,EBIXFOREX,EBIXFOREX-EQ,EQ,EBIXFOREX-EQ,1100100024391,585.95,390.65,204786,0.05,1
NSECM,25756,8,VIKASECO,VIKASECO-EQ,EQ,VIKASECO-EQ,1100100025756,2.6,2.4,9152719,0.05,1
NSECM,2029,8,IRFC,IRFC-EQ,EQ,IRFC-EQ,1100100002029,29.45,19.65,4064305,0.05,1
NSECM,17032,8,THYROCARE,THYROCARE-EQ,EQ,THYROCARE-EQ,1100100017032,1050.65,700.45,114208,0.05,1
NSECM,4717,8,GAIL,GAIL-EQ,EQ,GAIL-EQ,1100100004717,157.55,128.95,694561,0.05,1
NSECM,2289,8,HLEGLAS,HLEGLAS-EQ,EQ,HLEGLAS-EQ,1100100002289,2691.5,2435.2,39004,0.05,1
NSECM,10579,8,MARKSANS,MARKSANS-EQ,EQ,MARKSANS-EQ,1100100010579,68.6,45.8,1748178,0.05,1
NSECM,11058,8,SECURKLOUD,SECURKLOUD-EQ,EQ,SECURKLOUD-EQ,1100100011058,88.5,80.1,997925,0.05,1
