ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize, LotSize
NSECM,896,8,KHAICHEM,KHAICHEM-EQ,EQ,KHAICHEM-EQ,1100100000896,28.95,19.35,3171546,0.05,1
NSECM,13496,8,PFOCUS,PFOCUS-EQ,EQ,PFOCUS-EQ,1100100013496,71.2,47.5,1684771,0.05,1
NSECM,18883,8,SJVN,SJVN-EQ,EQ,SJVN-EQ,1100100018883,31.35,20.95,3823690,0.05,1
NSECM,25780,8,APLAPOLLO,APLAPOLLO-EQ,EQ,APLAPOLLO-EQ,1100100025780,1373.4,915.6,87322,0.05,1
NSECM,2073,8,VTL,VTL-EQ,EQ,VTL-EQ,1100100002073,1479.05,986.05,81101,0.05,1
NSECM,634,8,IGARASHI,IGARASHI-EQ,EQ,IGARASHI-EQ,1100100000634,374.3,249.6,320541,0.05,1
NSECM,13111,8,ORIENTABRA,ORIENTABRA-EQ,EQ,ORIENTABRA-EQ,1100100013111,27.2,18.2,3912201,0.05,1
NSECM,3045,8,SBIN,SBIN-EQ,EQ,SBIN-EQ,1100100003045,422.25,345.55,258813,0.05,1
NSECM,2107,8,STOVEKRAFT,STOVEKRAFT-EQ,EQ,STOVEKRAFT-EQ,1100100002107,563.75,375.85,212832,0.05,1
NSECM,9931,8,VIKASMCORP,VIKASMCORP-EQ,EQ,VIKASMCORP-EQ,1100100009931,3.65,3.35,21696302,0.05,1
NSECM,2328,8,CPSEETF,CPSEETF-EQ,EQ,CPSEETF-EQ,1100100002328,28.71,19.15,4169199,0.01,1
NSECM,1627,8,LINDEINDIA,LINDEINDIA-EQ,EQ,LINDEINDIA-EQ,1100100001627,2015.55,1649.15,54496,0.05,1
NSECM,3001,8,ICICI500,ICICI500-EQ,EQ,ICICI500-EQ,1100100003001,247.76,165.18,23298,0.01,1
NSECM,3357,8,SUPERSPIN,SUPERSPIN-EQ,EQ,SUPERSPIN-EQ,1100100003357,5.25,4.75,1798499,0.05,1
NSECM,4041,8,JAYAGROGN,JAYAGROGN-EQ,EQ,JAYAGROGN-EQ,1100100004041,165,110,727259,0.05,1
NSECM,2866,8,RCF,RCF-EQ,EQ,RCF-EQ,1100100002866,92.4,75.6,1189991,0.05,1
NSECM,16900,8,DPWIRES,DPWIRES-EQ,EQ,DPWIRES-EQ,1100100016900,127.35,104.25,443673,0.05,1
NSECM,11580,8,WESTLIFE,WESTLIFE-EQ,EQ,WESTLIFE-EQ,1100100011580,628.35,418.95,190841,0.05,1
NSECM,7374,8,STAR,STAR-EQ,EQ,STAR-EQ,1100100007374,1013.75,675.85,118318,0.05,1
NSECM,10661,8,PONNIERODE,PONNIERODE-EQ,EQ,PONNIERODE-EQ,1100100010661,181.65,121.15,281168,0.05,1
NSECM,27067,8,VSSL,VSSL-EQ,EQ,VSSL-EQ,1100100027067,168.15,152.15,624377,0.05,1
NSECM,2331,8,JAYNECOIND,JAYNECOIND-EQ,EQ,JAYNECOIND-EQ,1100100002331,13.45,12.25,7781743,0.05,1
NSECM,8828,8,GAEL,GAEL-EQ,EQ,GAEL-EQ,1100100008828,164,109.4,731350,0.05,1
NSECM,17742,8,BAFNAPH,BAFNAPH-EQ,EQ,BAFNAPH-EQ,1100100017742,153.8,139.2,682579,0.05,1
NSECM,637,8,CHAMBLFERT,CHAMBLFERT-EQ,EQ,CHAMBLFERT-EQ,1100100000637,287.4,191.6,417456,0.05,1
NSECM,14912,8,KPRMILL,KPRMILL-EQ,EQ,KPRMILL-EQ,1100100014912,1335.65,890.45,89797,0.05,1
NSECM,1476,8,IDBI,IDBI-EQ,EQ,IDBI-EQ,1100100001476,48.4,32.3,2473052,0.05,1
NSECM,21406,8,AVADHSUGAR,AVADHSUGAR-EQ,EQ,AVADHSUGAR-EQ,1100100021406,241,160.7,497878,0.05,1
NSECM,14766,8,V2RETAIL,V2RETAIL-EQ,EQ,V2RETAIL-EQ,1100100014766,143.85,130.15,729915,0.05,1
NSECM,11394,8,ZOTA,ZOTA-EQ,EQ,ZOTA-EQ,1100100011394,178.35,118.95,672707,0.05,1
NSECM,25328,8,APLLTD,APLLTD-EQ,EQ,APLLTD-EQ,1100100025328,1008.75,825.35,108895,0.05,1
NSECM,9219,8,TPLPLASTEH,TPLPLASTEH-EQ,EQ,TPLPLASTEH-EQ,1100100009219,188.3,125.6,255069,0.05,1
NSECM,154,8,APCOTEXIND,APCOTEXIND-EQ,EQ,APCOTEXIND-EQ,1100100000154,210.6,140.4,569776,0.05,1
NSECM,3324,8,SUBROS,SUBROS-EQ,EQ,SUBROS-EQ,1100100003324,381.5,254.4,314501,0.05,1
NSECM,11287,8,UPL,UPL-EQ,EQ,UPL-EQ,1100100011287,683.45,559.25,160449,0.05,1
NSECM,14702,8,NAGREEKEXP,NAGREEKEXP-EQ,EQ,NAGREEKEXP-EQ,1100100014702,17.55,15.95,408740,0.05,1
NSECM,5701,8,CUB,CUB-EQ,EQ,CUB-EQ,1100100005701,188.3,154.1,584075,0.05,1
NSECM,14329,8,SMSPHARMA,SMSPHARMA-EQ,EQ,SMSPHARMA-EQ,1100100014329,155.3,103.6,772449,0.05,1
NSECM,4179,8,SUNDRMBRAK,SUNDRMBRAK-EQ,EQ,SUNDRMBRAK-EQ,1100100004179,418.25,278.85,128660,0.05,1
NSECM,11423,8,DATAMATICS,DATAMATICS-EQ,EQ,DATAMATICS-EQ,1100100011423,135.2,90.2,887305,0.05,1
NSECM,16827,8,KOKUYOCMLN,KOKUYOCMLN-EQ,EQ,KOKUYOCMLN-EQ,1100100016827,73.95,49.35,1622012,0.05,1
NSECM,17651,8,POKARNA,POKARNA-EQ,EQ,POKARNA-EQ,1100100017651,245.15,163.45,489460,0.05,1
NSECM,11407,8,XPROINDIA,XPROINDIA-EQ,EQ,XPROINDIA-EQ,1100100011407,59.7,54.1,386301,0.05,1
NSECM,4668,8,BANKBARODA,BANKBARODA-EQ,EQ,BANKBARODA-EQ,1100100004668,86.7,71,1266035,0.05,1
NSECM,3024,8,JINDALSAW,JINDALSAW-EQ,EQ,JINDALSAW-EQ,1100100003024,95.5,63.7,1255994,0.05,1
NSECM,3570,8,UCALFUEL,UCALFUEL-EQ,EQ,UCALFUEL-EQ,1100100003570,184.95,123.35,648703,0.05,1
NSECM,12978,8,NPBET,NPBET-EQ,EQ,NPBET-EQ,1100100012978,229.47,152.99,22426,0.01,1
NSECM,8075,8,DALBHARAT,DALBHARAT-EQ,EQ,DALBHARAT-EQ,1100100008075,1766.8,1177.9,67805,0.05,1
NSECM,3099,8,SHREDIGCEM,SHREDIGCEM-EQ,EQ,SHREDIGCEM-EQ,1100100003099,82.5,55,1454410,0.05,1
NSECM,10618,8,SADBHIN,SADBHIN-EQ,EQ,SADBHIN-EQ,1100100010618,28.3,18.9,4237269,0.05,1
NSECM,8840,8,USHAMART,USHAMART-EQ,EQ,USHAMART-EQ,1100100008840,38,25.4,3154382,0.05,1
NSECM,3799,8,WSTCSTPAPR,WSTCSTPAPR-EQ,EQ,WSTCSTPAPR-EQ,1100100003799,283.65,189.15,422977,0.05,1
NSECM,17364,8,VINATIORGA,VINATIORGA-EQ,EQ,VINATIORGA-EQ,1100100017364,1701.4,1134.3,70508,0.05,1
NSECM,2649,8,PHILIPCARB,PHILIPCARB-EQ,EQ,PHILIPCARB-EQ,1100100002649,246.45,164.35,486854,0.05,1
NSECM,9039,8,UFO,UFO-EQ,EQ,UFO-EQ,1100100009039,99.4,66.3,927071,0.05,1
NSECM,1129,8,KEERTI,KEERTI-EQ,EQ,KEERTI-EQ,1100100001129,32.6,21.8,333183,0.05,1
NSECM,14111,8,NETWORK18,NETWORK18-EQ,EQ,NETWORK18-EQ,1100100014111,53.85,35.95,2226859,0.05,1
NSECM,11681,8,IMPEXFERRO,IMPEXFERRO-EQ,EQ,IMPEXFERRO-EQ,1100100011681,0.9,0.8,2875363,0.05,1
NSECM,11301,8,LUXIND,LUXIND-EQ,EQ,LUXIND-EQ,1100100011301,2074.7,1383.2,57829,0.05,1
NSECM,1660,8,ITC,ITC-EQ,EQ,ITC-EQ,1100100001660,225.95,184.95,479896,0.05,1
NSECM,17094,8,CROMPTON,CROMPTON-EQ,EQ,CROMPTON-EQ,1100100017094,481.5,321,249073,0.05,1
NSECM,24781,8,BSLNIFTY,BSLNIFTY-EQ,EQ,BSLNIFTY-EQ,1100100024781,198.42,132.28,604769,0.01,1
NSECM,20950,8,RKDL,RKDL-EQ,EQ,RKDL-EQ,1100100020950,8.55,7.05,784799,0.05,1
NSECM,14413,8,PAGEIND,PAGEIND-EQ,EQ,PAGEIND-EQ,1100100014413,30594.05,25031.55,3591,0.05,1
NSECM,17520,8,RTNPOWER,RTNPOWER-EQ,EQ,RTNPOWER-EQ,1100100017520,2.85,2.65,36361733,0.05,1
NSECM,17388,8,ADANIPOWER,ADANIPOWER-EQ,EQ,ADANIPOWER-EQ,1100100017388,83.25,75.35,1257362,0.05,1
NSECM,11491,8,APARINDS,APARINDS-EQ,EQ,APARINDS-EQ,1100100011491,551.7,367.8,217480,0.05,1
NSECM,8311,8,BLUESTARCO,BLUESTARCO-EQ,EQ,BLUESTARCO-EQ,1100100008311,1111.35,740.95,107967,0.05,1
NSECM,3646,8,VARDMNPOLY,VARDMNPOLY-EQ,EQ,VARDMNPOLY-EQ,1100100003646,21.2,19.2,728914,0.05,1
NSECM,19631,8,PRICOLLTD,PRICOLLTD-EQ,EQ,PRICOLLTD-EQ,1100100019631,83.25,55.55,1440883,0.05,1
NSECM,3812,8,ZEEL,ZEEL-EQ,EQ,ZEEL-EQ,1100100003812,234.55,191.95,468726,0.05,1
NSECM,842,8,DHFL,DHFL-EQ,EQ,DHFL-EQ,1100100000842,20.2,18.3,5194712,0.05,1
NSECM,6733,8,JINDALSTEL,JINDALSTEL-EQ,EQ,JINDALSTEL-EQ,1100100006733,358.7,293.5,306004,0.05,1
NSECM,11626,8,WELENT,WELENT-EQ,EQ,WELENT-EQ,1100100011626,131.35,107.55,837037,0.05,1
NSECM,25,8,ADANIENT,ADANIENT-EQ,EQ,ADANIENT-EQ,1100100000025,985.8,806.6,111080,0.05,1
NSECM,14771,8,TARMAT,TARMAT-EQ,EQ,TARMAT-EQ,1100100014771,59.6,39.8,435914,0.05,1
NSECM,1333,8,HDFCBANK,HDFCBANK-EQ,EQ,HDFCBANK-EQ,1100100001333,1681.5,1375.8,60584,0.05,1
NSECM,21840,8,DIAMONDYD,DIAMONDYD-EQ,EQ,DIAMONDYD-EQ,1100100021840,782.15,521.45,153406,0.05,1
NSECM,4299,8,STERTOOLS,STERTOOLS-EQ,EQ,STERTOOLS-EQ,1100100004299,257.75,171.85,465540,0.05,1
NSECM,2716,8,BUTTERFLY,BUTTERFLY-EQ,EQ,BUTTERFLY-EQ,1100100002716,669.95,446.65,179099,0.05,1
NSECM,3499,8,TATASTEEL,TATASTEEL-EQ,EQ,TATASTEEL-EQ,1100100003499,810,662.8,135178,0.05,1
NSECM,18571,8,GNA,GNA-EQ,EQ,GNA-EQ,1100100018571,460.85,307.25,260375,0.05,1
NSECM,2106,8,MANGLMCEM,MANGLMCEM-EQ,EQ,MANGLMCEM-EQ,1100100002106,332.1,221.4,361327,0.05,1
NSECM,128,8,ROUTE,ROUTE-EQ,EQ,ROUTE-EQ,1100100000128,1779.8,1456.2,61773,0.05,1
NSECM,1994,8,LIBERTSHOE,LIBERTSHOE-EQ,EQ,LIBERTSHOE-EQ,1100100001994,165.9,110.6,557207,0.05,1
NSECM,17477,8,CONTROLPR,CONTROLPR-EQ,EQ,CONTROLPR-EQ,1100100017477,276.2,184.2,434390,0.05,1
NSECM,270,8,CHEMCON,CHEMCON-EQ,EQ,CHEMCON-EQ,1100100000270,516.9,344.6,232128,0.05,1
NSECM,18039,8,ADVENZYMES,ADVENZYMES-EQ,EQ,ADVENZYMES-EQ,1100100018039,439.55,293.05,272941,0.05,1
NSECM,11817,8,MANGALAM,MANGALAM-EQ,EQ,MANGALAM-EQ,1100100011817,133,88.7,517583,0.05,1
NSECM,2997,8,SANGHIIND,SANGHIIND-EQ,EQ,SANGHIIND-EQ,1100100002997,51.45,34.35,2330785,0.05,1
NSECM,3475,8,THERMAX,THERMAX-EQ,EQ,THERMAX-EQ,1100100003475,1669.8,1113.2,71851,0.05,1
NSECM,3880,8,SOMANYCERA,SOMANYCERA-EQ,EQ,SOMANYCERA-EQ,1100100003880,510.45,340.35,235036,0.05,1
NSECM,22415,8,LOVABLE,LOVABLE-EQ,EQ,LOVABLE-EQ,1100100022415,101.3,82.9,483959,0.05,1
NSECM,625,8,CENTURYTEX,CENTURYTEX-EQ,EQ,CENTURYTEX-EQ,1100100000625,592.55,395.05,202504,0.05,1
NSECM,10828,8,SEYAIND,SEYAIND-EQ,EQ,SEYAIND-EQ,1100100010828,67.65,55.35,804419,0.05,1
NSECM,2412,8,PEL,PEL-EQ,EQ,PEL-EQ,1100100002412,2049.55,1676.95,53452,0.05,1
NSECM,11369,8,TTKHLTCARE,TTKHLTCARE-EQ,EQ,TTKHLTCARE-EQ,1100100011369,659.3,439.6,181998,0.05,1
NSECM,1156,8,GLFL,GLFL-EQ,EQ,GLFL-EQ,1100100001156,2.85,2.65,887012,0.05,1
NSECM,993,8,EVERESTIND,EVERESTIND-EQ,EQ,EVERESTIND-EQ,1100100000993,386.4,257.6,310553,0.05,1
NSECM,3138,8,HONDAPOWER,HONDAPOWER-EQ,EQ,HONDAPOWER-EQ,1100100003138,1258.25,838.85,95365,0.05,1
NSECM,7936,8,AVANTIFEED,AVANTIFEED-EQ,EQ,AVANTIFEED-EQ,1100100007936,568.85,379.25,210908,0.05,1
NSECM,9590,8,POLYCAB,POLYCAB-EQ,EQ,POLYCAB-EQ,1100100009590,1628.5,1085.7,73642,0.05,1
NSECM,3291,8,STARPAPER,STARPAPER-EQ,EQ,STARPAPER-EQ,1100100003291,151.85,101.25,510393,0.05,1
NSECM,2709,8,MTARTECH,MTARTECH-EQ,EQ,MTARTECH-EQ,1100100002709,1299,866,92371,0.05,1
NSECM,1200,8,MAESGETF,MAESGETF-EQ,EQ,MAESGETF-EQ,1100100001200,30.51,20.35,264936,0.01,1
NSECM,3360,8,SUPPETRO,SUPPETRO-EQ,EQ,SUPPETRO-EQ,1100100003360,521.6,347.8,229974,0.05,1
NSECM,18581,8,KIRLOSBROS,KIRLOSBROS-EQ,EQ,KIRLOSBROS-EQ,1100100018581,251.45,167.65,477168,0.05,1
NSECM,324,8,ANGELBRKG,ANGELBRKG-EQ,EQ,ANGELBRKG-EQ,1100100000324,393.45,262.35,304946,0.05,1
NSECM,10768,8,OAL,OAL-EQ,EQ,OAL-EQ,1100100010768,720.5,480.4,166517,0.05,1
NSECM,13066,8,BRFL,BRFL-EQ,EQ,BRFL-EQ,1100100013066,7.85,7.15,10381480,0.05,1
NSECM,2885,8,RELIANCE,RELIANCE-EQ,EQ,RELIANCE-EQ,1100100002885,2319.75,1898.05,44376,0.05,1
NSECM,14260,8,PGIL,PGIL-EQ,EQ,PGIL-EQ,1100100014260,214.05,142.75,560532,0.05,1
NSECM,18208,8,ORIENTLTD,ORIENTLTD-EQ,EQ,ORIENTLTD-EQ,1100100018208,95.2,86.2,326999,0.05,1
NSECM,11987,8,ICIL,ICIL-EQ,EQ,ICIL-EQ,1100100011987,148.95,99.35,805390,0.05,1
NSECM,24924,8,ELGIRUBCO,ELGIRUBCO-EQ,EQ,ELGIRUBCO-EQ,1100100024924,33.2,27.2,1636634,0.05,1
NSECM,29284,8,VMART,VMART-EQ,EQ,VMART-EQ,1100100029284,3294.95,2196.65,36416,0.05,1
NSECM,11794,8,SAKSOFT,SAKSOFT-EQ,EQ,SAKSOFT-EQ,1100100011794,437.7,291.8,274156,0.05,1
NSECM,15389,8,GAMMNINFRA,GAMMNINFRA-EQ,EQ,GAMMNINFRA-EQ,1100100015389,0.85,0.75,30797864,0.05,1
NSECM,6713,8,MOLDTKPAC,MOLDTKPAC-EQ,EQ,MOLDTKPAC-EQ,1100100006713,467.85,311.95,256451,0.05,1
NSECM,4491,8,JCHAC,JCHAC-EQ,EQ,JCHAC-EQ,1100100004491,3216.45,2144.35,37305,0.05,1
NSECM,13211,8,JAGRAN,JAGRAN-EQ,EQ,JAGRAN-EQ,1100100013211,69.6,46.4,1724037,0.05,1
NSECM,3252,8,SPIC,SPIC-EQ,EQ,SPIC-EQ,1100100003252,40.65,27.15,2949730,0.05,1
NSECM,30125,8,IBULHSGFIN,IBULHSGFIN-EQ,EQ,IBULHSGFIN-EQ,1100100030125,239.95,196.35,458187,0.05,1
NSECM,3348,8,SUNFLAG,SUNFLAG-EQ,EQ,SUNFLAG-EQ,1100100003348,76.3,50.9,1572234,0.05,1
NSECM,1805,8,KABRAEXTRU,KABRAEXTRU-EQ,EQ,KABRAEXTRU-EQ,1100100001805,205.5,137,583940,0.05,1
NSECM,4771,8,TCIFINANCE,TCIFINANCE-EQ,EQ,TCIFINANCE-EQ,1100100004771,6.15,5.65,420930,0.05,1
NSECM,13751,8,NAUKRI,NAUKRI-EQ,EQ,NAUKRI-EQ,1100100013751,5246.05,4292.25,20959,0.05,1
NSECM,17957,8,MMTC,MMTC-EQ,EQ,MMTC-EQ,1100100017957,50.45,41.35,2177999,0.05,1
NSECM,17659,8,UNIVPHOTO,UNIVPHOTO-EQ,EQ,UNIVPHOTO-EQ,1100100017659,202.15,165.45,357953,0.05,1
NSECM,18652,8,ICICIPRULI,ICICIPRULI-EQ,EQ,ICICIPRULI-EQ,1100100018652,495.25,405.25,221129,0.05,1
NSECM,16819,8,QNIFTY,QNIFTY-EQ,EQ,QNIFTY-EQ,1100100016819,1869.07,1246.05,1410,0.01,1
NSECM,4172,8,TCNSBRANDS,TCNSBRANDS-EQ,EQ,TCNSBRANDS-EQ,1100100004172,636.35,424.25,188529,0.05,1
NSECM,383,8,BEL,BEL-EQ,EQ,BEL-EQ,1100100000383,150.8,123.4,728541,0.05,1
NSECM,21501,8,SIS,SIS-EQ,EQ,SIS-EQ,1100100021501,504.4,336.3,237876,0.05,1
NSECM,3237,8,JTEKTINDIA,JTEKTINDIA-EQ,EQ,JTEKTINDIA-EQ,1100100003237,109.8,73.2,1092827,0.05,1
NSECM,11399,8,SALZERELEC,SALZERELEC-EQ,EQ,SALZERELEC-EQ,1100100011399,154.55,103.05,522635,0.05,1
NSECM,3432,8,TATACONSUM,TATACONSUM-EQ,EQ,TATACONSUM-EQ,1100100003432,668.4,546.9,164036,0.05,1
NSECM,14687,8,GOACARBON,GOACARBON-EQ,EQ,GOACARBON-EQ,1100100014687,350.5,286.8,299239,0.05,1
NSECM,12009,8,IMPAL,IMPAL-EQ,EQ,IMPAL-EQ,1100100012009,863.3,575.6,138989,0.05,1
NSECM,1375,8,HCC,HCC-EQ,EQ,HCC-EQ,1100100001375,9.25,8.45,11299294,0.05,1
NSECM,17002,8,FELDVR,FELDVR-EQ,EQ,FELDVR-EQ,1100100017002,14.85,12.15,1287552,0.05,1
NSECM,1720,8,JAYSREETEA,JAYSREETEA-EQ,EQ,JAYSREETEA-EQ,1100100001720,89.45,59.65,944293,0.05,1
NSECM,20242,8,OBEROIRLTY,OBEROIRLTY-EQ,EQ,OBEROIRLTY-EQ,1100100020242,715.9,477.3,167257,0.05,1
NSECM,14982,8,CENTUM,CENTUM-EQ,EQ,CENTUM-EQ,1100100014982,515.85,343.95,232608,0.05,1
NSECM,2463,8,MIDHANI,MIDHANI-EQ,EQ,MIDHANI-EQ,1100100002463,231.35,154.25,518557,0.05,1
NSECM,21478,8,UTINEXT50,UTINEXT50-EQ,EQ,UTINEXT50-EQ,1100100021478,433.15,288.77,70352,0.01,1
NSECM,380,8,BBTC,BBTC-EQ,EQ,BBTC-EQ,1100100000380,1395.35,930.25,85958,0.05,1
NSECM,19184,8,SFL,SFL-EQ,EQ,SFL-EQ,1100100019184,2536.2,1690.8,47270,0.05,1
NSECM,14937,8,MAHINDCIE,MAHINDCIE-EQ,EQ,MAHINDCIE-EQ,1100100014937,209.45,139.65,572685,0.05,1
NSECM,4898,8,FDC,FDC-EQ,EQ,FDC-EQ,1100100004898,346.05,230.75,346735,0.05,1
NSECM,6125,8,GOODLUCK,GOODLUCK-EQ,EQ,GOODLUCK-EQ,1100100006125,83.15,55.45,752304,0.05,1
NSECM,9111,8,ARVINDFASN,ARVINDFASN-EQ,EQ,ARVINDFASN-EQ,1100100009111,189.4,126.3,633487,0.05,1
NSECM,1289,8,GFLLIMITED,GFLLIMITED-EQ,EQ,GFLLIMITED-EQ,1100100001289,104.1,69.4,1152656,0.05,1
NSECM,19531,8,BAJAJCON,BAJAJCON-EQ,EQ,BAJAJCON-EQ,1100100019531,314.7,209.8,381243,0.05,1
NSECM,2912,8,RIIL,RIIL-EQ,EQ,RIIL-EQ,1100100002912,475.6,317.1,252290,0.05,1
NSECM,13756,8,SHIVAMAUTO,SHIVAMAUTO-EQ,EQ,SHIVAMAUTO-EQ,1100100013756,20.75,18.85,3269999,0.05,1
NSECM,9576,8,MAHESHWARI,MAHESHWARI-EQ,EQ,MAHESHWARI-EQ,1100100009576,89.9,73.6,967828,0.05,1
NSECM,1841,8,KCP,KCP-EQ,EQ,KCP-EQ,1100100001841,95.4,63.6,1257754,0.05,1
NSECM,11522,8,NIITLTD,NIITLTD-EQ,EQ,NIITLTD-EQ,1100100011522,223.35,148.95,537169,0.05,1
NSECM,3493,8,TINPLATE,TINPLATE-EQ,EQ,TINPLATE-EQ,1100100003493,198.95,132.65,603094,0.05,1
NSECM,15141,8,COLPAL,COLPAL-EQ,EQ,COLPAL-EQ,1100100015141,1758.45,1438.75,62284,0.05,1
NSECM,15266,8,JKIL,JKIL-EQ,EQ,JKIL-EQ,1100100015266,233,155.4,514903,0.05,1
NSECM,18962,8,RAJRATAN,RAJRATAN-EQ,EQ,RAJRATAN-EQ,1100100018962,918.15,612.15,130684,0.05,1
NSECM,2421,8,NILKAMAL,NILKAMAL-EQ,EQ,NILKAMAL-EQ,1100100002421,2247.4,1498.3,53392,0.05,1
NSECM,18118,8,THANGAMAYL,THANGAMAYL-EQ,EQ,THANGAMAYL-EQ,1100100018118,737.9,492,162604,0.05,1
NSECM,6227,8,DTIL,DTIL-EQ,EQ,DTIL-EQ,1100100006227,329.4,219.6,229061,0.05,1
NSECM,19235,8,IMFA,IMFA-EQ,EQ,IMFA-EQ,1100100019235,555.1,370.1,216167,0.05,1
NSECM,2313,8,MURUDCERA,MURUDCERA-EQ,EQ,MURUDCERA-EQ,1100100002313,25.95,17.35,1711233,0.05,1
NSECM,21195,8,GTPL,GTPL-EQ,EQ,GTPL-EQ,1100100021195,143.6,95.8,835375,0.05,1
NSECM,11868,8,63MOONS,63MOONS-EQ,EQ,63MOONS-EQ,1100100011868,86.1,70.5,1277112,0.05,1
NSECM,10738,8,OFSS,OFSS-EQ,EQ,OFSS-EQ,1100100010738,3779.7,2519.8,31734,0.05,1
NSECM,14480,8,GOKULAGRO,GOKULAGRO-EQ,EQ,GOKULAGRO-EQ,1100100014480,26.7,17.8,4312966,0.05,1
NSECM,13966,8,HBLPOWER,HBLPOWER-EQ,EQ,HBLPOWER-EQ,1100100013966,45.7,30.5,2624481,0.05,1
NSECM,25178,8,TDPOWERSYS,TDPOWERSYS-EQ,EQ,TDPOWERSYS-EQ,1100100025178,171.05,114.05,701507,0.05,1
NSECM,2844,8,RANEHOLDIN,RANEHOLDIN-EQ,EQ,RANEHOLDIN-EQ,1100100002844,792.8,528.6,151344,0.05,1
NSECM,1729,8,JBFIND,JBFIND-EQ,EQ,JBFIND-EQ,1100100001729,11.8,9.7,2677209,0.05,1
NSECM,13451,8,RATNAMANI,RATNAMANI-EQ,EQ,RATNAMANI-EQ,1100100013451,2375.15,1583.45,50512,0.05,1
NSECM,11483,8,LT,LT-EQ,EQ,LT-EQ,1100100011483,1632.1,1335.4,66000,0.05,1
NSECM,28859,8,PROZONINTU,PROZONINTU-EQ,EQ,PROZONINTU-EQ,1100100028859,20.9,17.1,4990114,0.05,1
NSECM,16719,8,ALMONDZ,ALMONDZ-EQ,EQ,ALMONDZ-EQ,1100100016719,31,28.1,846438,0.05,1
NSECM,4157,8,KEYFINSERV,KEYFINSERV-EQ,EQ,KEYFINSERV-EQ,1100100004157,66.2,59.9,229499,0.05,1
NSECM,2799,8,CHEMFAB,CHEMFAB-EQ,EQ,CHEMFAB-EQ,1100100002799,152.45,101.65,459222,0.05,1
NSECM,2939,8,RUBYMILLS,RUBYMILLS-EQ,EQ,RUBYMILLS-EQ,1100100002939,215.2,143.5,546743,0.05,1
NSECM,1594,8,INFY,INFY-EQ,EQ,INFY-EQ,1100100001594,1510.95,1236.25,72412,0.05,1
NSECM,13796,8,MANALIPETC,MANALIPETC-EQ,EQ,MANALIPETC-EQ,1100100013796,72.7,59.5,1512733,0.05,1
NSECM,1614,8,FAIRCHEMOR,FAIRCHEMOR-EQ,EQ,FAIRCHEMOR-EQ,1100100001614,779.55,519.75,153920,0.05,1
NSECM,184,8,TCPLPACK,TCPLPACK-EQ,EQ,TCPLPACK-EQ,1100100000184,492.05,328.05,243870,0.05,1
NSECM,13643,8,ELECON,ELECON-EQ,EQ,ELECON-EQ,1100100013643,78.7,52.5,1524348,0.05,1
NSECM,17046,8,HINDNATGLS,HINDNATGLS-EQ,EQ,HINDNATGLS-EQ,1100100017046,32.8,21.9,2928401,0.05,1
NSECM,9937,8,IBMFNIFTY,IBMFNIFTY-EQ,EQ,IBMFNIFTY-EQ,1100100009937,185.52,123.68,36140,0.01,1
NSECM,3718,8,VOLTAS,VOLTAS-EQ,EQ,VOLTAS-EQ,1100100003718,1164.65,952.95,94302,0.05,1
NSECM,1811,8,KAKATCEM,KAKATCEM-EQ,EQ,KAKATCEM-EQ,1100100001811,218.25,145.55,254205,0.05,1
NSECM,2717,8,PRECWIRE,PRECWIRE-EQ,EQ,PRECWIRE-EQ,1100100002717,254.5,169.7,471472,0.05,1
NSECM,15184,8,BRIGADE,BRIGADE-EQ,EQ,BRIGADE-EQ,1100100015184,340.4,227,352419,0.05,1
NSECM,10297,8,PPL,PPL-EQ,EQ,PPL-EQ,1100100010297,154.6,103.1,667680,0.05,1
NSECM,1879,8,ACRYSIL,ACRYSIL-EQ,EQ,ACRYSIL-EQ,1100100001879,361.1,326.8,290733,0.05,1
NSECM,17152,8,ICICIM150,ICICIM150-EQ,EQ,ICICIM150-EQ,1100100017152,110.5,73.68,44577,0.01,1
NSECM,13332,8,SOLARINDS,SOLARINDS-EQ,EQ,SOLARINDS-EQ,1100100013332,1589.1,1059.4,75468,0.05,1
NSECM,13270,8,JKCEMENT,JKCEMENT-EQ,EQ,JKCEMENT-EQ,1100100013270,3543.8,2362.6,33843,0.05,1
NSECM,21749,8,CAPACITE,CAPACITE-EQ,EQ,CAPACITE-EQ,1100100021749,248.15,165.45,483523,0.05,1
NSECM,513,8,BOMDYEING,BOMDYEING-EQ,EQ,BOMDYEING-EQ,1100100000513,94.95,63.35,1263373,0.05,1
NSECM,19299,8,ITDC,ITDC-EQ,EQ,ITDC-EQ,1100100019299,508,338.7,236208,0.05,1
NSECM,79,8,ALEMBICLTD,ALEMBICLTD-EQ,EQ,ALEMBICLTD-EQ,1100100000079,118.05,78.75,1016085,0.05,1
NSECM,8477,8,XELPMOC,XELPMOC-EQ,EQ,XELPMOC-EQ,1100100008477,284.4,257.4,369138,0.05,1
NSECM,11723,8,JSWSTEEL,JSWSTEEL-EQ,EQ,JSWSTEEL-EQ,1100100011723,472.6,386.7,232053,0.05,1
NSECM,2320,8,SMCGLOBAL,SMCGLOBAL-EQ,EQ,SMCGLOBAL-EQ,1100100002320,92.5,61.7,1296973,0.05,1
