ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize, LotSize,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType
NSEFO,44983,2,BANKNIFTY,BANKNIFTY2140839600CE,OPTIDX,BANKNIFTY-OPTIDX,2109800044983,809.6,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-08T14:30:00,39600,3
NSEFO,42089,2,FINNIFTY,FINNIFTY2150619000PE,OPTIDX,FINNIFTY-OPTIDX,2112600042089,4181.3,1440.1,5001,0.05,40,-1,Nifty Fin Service,2021-05-06T14:30:00,19000,4
NSEFO,43888,2,NIFTY,NIFTY2140815150CE,OPTIDX,NIFTY-OPTIDX,2109800043888,851.35,0.05,5001,0.05,75,-1,Nifty 50,2021-04-08T14:30:00,15150,3
NSEFO,41401,2,BANKNIFTY,BANKNIFTY2150635100CE,OPTIDX,BANKNIFTY-OPTIDX,2112600041401,4353.1,220.7,2501,0.05,25,-1,Nifty Bank,2021-05-06T14:30:00,35100,3
NSEFO,36904,2,BANKNIFTY,BANKNIFTY2140135300CE,OPTIDX,BANKNIFTY-OPTIDX,2109100036904,3122.75,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-01T14:30:00,35300,3
NSEFO,49640,2,NIFTY,NIFTY22DEC11100PE,OPTIDX,NIFTY-OPTIDX,2236300049640,569.65,288.05,5001,0.05,75,-1,Nifty 50,2022-12-29T14:30:00,11100,4
NSEFO,44019,2,NIFTY,NIFTY2142213400PE,OPTIDX,NIFTY-OPTIDX,2111200044019,185.5,0.05,5001,0.05,75,-1,Nifty 50,2021-04-22T14:30:00,13400,4
NSEFO,39622,2,NIFTY,NIFTY21JUN16000PE,OPTIDX,NIFTY-OPTIDX,2117500039622,2137.7,746.1,5001,0.05,75,-1,Nifty 50,2021-06-24T14:30:00,16000,4
NSEFO,42437,2,NIFTY,NIFTY2150616400PE,OPTIDX,NIFTY-OPTIDX,2112600042437,2445.05,708.85,5001,0.05,75,-1,Nifty 50,2021-05-06T14:30:00,16400,4
NSEFO,43391,2,NIFTY,NIFTY21DEC14500CE,OPTIDX,NIFTY-OPTIDX,2136400043391,2646.15,1219.85,5001,0.05,75,-1,Nifty 50,2021-12-30T14:30:00,14500,3
NSEFO,66488,2,NIFTY,NIFTY21APR12450CE,OPTIDX,NIFTY-OPTIDX,2111900066488,3636.5,1470.9,5001,0.05,75,-1,Nifty 50,2021-04-29T14:30:00,12450,3
NSEFO,59754,2,BANKNIFTY,BANKNIFTY2142238200CE,OPTIDX,BANKNIFTY-OPTIDX,2111200059754,1935.05,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-22T14:30:00,38200,3
NSEFO,41496,2,BANKNIFTY,BANKNIFTY2150636400CE,OPTIDX,BANKNIFTY-OPTIDX,2112600041496,3428.55,1.85,2501,0.05,25,-1,Nifty Bank,2021-05-06T14:30:00,36400,3
NSEFO,62293,2,NIFTY,NIFTY21MAY15250CE,OPTIDX,NIFTY-OPTIDX,2114700062293,1202.7,127.9,5001,0.05,75,-1,Nifty 50,2021-05-27T14:30:00,15250,3
NSEFO,36629,2,BANKNIFTY,BANKNIFTY21SEP28500CE,OPTIDX,BANKNIFTY-OPTIDX,2127300036629,11535.5,5373.7,2501,0.05,25,-1,Nifty Bank,2021-09-30T14:30:00,28500,3
NSEFO,39706,2,BANKNIFTY,BANKNIFTY21APR36900CE,OPTIDX,BANKNIFTY-OPTIDX,2111900039706,2294.75,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-29T14:30:00,36900,3
NSEFO,45513,2,NIFTY,NIFTY21DEC15500PE,OPTIDX,NIFTY-OPTIDX,2136400045513,2087.9,1059.7,5001,0.05,75,-1,Nifty 50,2021-12-30T14:30:00,15500,4
NSEFO,59935,2,FINNIFTY,FINNIFTY2142216600PE,OPTIDX,FINNIFTY-OPTIDX,2111200059935,1810.25,80.55,5001,0.05,40,-1,Nifty Fin Service,2021-04-22T14:30:00,16600,4
NSEFO,45809,2,NIFTY,NIFTY21MAR15750PE,OPTIDX,NIFTY-OPTIDX,2108400045809,1770.25,0.05,5001,0.05,75,-1,Nifty 50,2021-03-25T14:30:00,15750,4
NSEFO,38595,2,NIFTY,NIFTY2140112850CE,OPTIDX,NIFTY-OPTIDX,2109100038595,3210.55,996.65,5001,0.05,75,-1,Nifty 50,2021-04-01T14:30:00,12850,3
NSEFO,59923,2,FINNIFTY,FINNIFTY2142216000PE,OPTIDX,FINNIFTY-OPTIDX,2111200059923,1311.65,0.05,5001,0.05,40,-1,Nifty Fin Service,2021-04-22T14:30:00,16000,4
NSEFO,43479,2,BANKNIFTY,BANKNIFTY2142232300CE,OPTIDX,BANKNIFTY-OPTIDX,2111200043479,6561.85,766.45,2501,0.05,25,-1,Nifty Bank,2021-04-22T14:30:00,32300,3
NSEFO,59483,2,BANKNIFTY,BANKNIFTY2142234800CE,OPTIDX,BANKNIFTY-OPTIDX,2111200059483,4245,0.05,2501,0.05,25,-1,Nifty Bank,2021-04-22T14:30:00,34800,3
NSEFO,55853,2,FINNIFTY,FINNIFTY2131812900CE,OPTIDX,FINNIFTY-OPTIDX,2107700055853,5067.6,1742.8,5001,0.05,40,-1,Nifty Fin Service,2021-03-18T14:30:00,12900,3
